<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.08.25	1.11902	1.12015	1.10438	1.10483	305156	0	1
2024.09.01	1.10473	1.11556	1.10263	1.10860	308734	0	1
2024.09.08	1.10828	1.11018	1.10019	1.10744	294736	0	1
2024.09.15	1.10781	1.11890	1.10684	1.11628	360978	0	1
2024.09.22	1.11617	1.12139	1.10831	1.11591	324838	0	1
2024.09.29	1.11595	1.12088	1.09512	1.09754	361354	0	1
2024.10.06	1.09668	1.09971	1.09000	1.09354	320140	0	1
2024.10.13	1.09322	1.09367	1.08110	1.08674	254407	0	1
2024.10.20	1.08611	1.08712	1.07613	1.07955	246196	0	1
2024.10.27	1.07931	1.09057	1.07687	1.08343	685929	0	0
2024.11.03	1.08772	1.09373	1.06823	1.07177	986091	0	0
2024.11.10	1.07113	1.07280	1.04960	1.05336	908047	0	0
2024.11.17	1.05323	1.06099	1.03313	1.04178	848918	0	0
2024.11.24	1.04727	1.05973	1.04250	1.05778	961197	0	0
2024.12.01	1.05693	1.06300	1.04600	1.05681	987082	0	0
2024.12.08	1.05601	1.05946	1.04530	1.05036	1015824	0	0
2024.12.15	1.04860	1.05346	1.03427	1.04289	1028772	0	0
2024.12.22	1.04283	1.04453	1.03833	1.04243	479007	0	0
2024.12.29	1.04305	1.04585	1.02230	1.03079	671595	0	0
2025.01.05	1.03049	1.04370	1.02118	1.02446	1073647	0	0
2025.01.12	1.02410	1.03548	1.01769	1.02700	922397	0	0
2025.01.19	1.02756	1.05216	1.02662	1.04957	1257320	0	0
2025.01.26	1.04794	1.05332	1.03497	1.03584	1185328	0	0
2025.02.02	1.02461	1.04427	1.02099	1.03261	1125887	0	0
2025.02.09	1.02847	1.05142	1.02847	1.04891	851198	0	0
2025.02.16	1.04864	1.05066	1.04008	1.04596	632292	0	0
2025.02.23	1.04672	1.05288	1.03598	1.03757	806142	0	0
2025.03.02	1.04020	1.08886	1.03885	1.08361	1131994	0	0
2025.03.09	1.08336	1.09473	1.08051	1.08820	962755	0	0
2025.03.16	1.08786	1.09546	1.07959	1.08131	653538	0	0
2025.03.23	1.08132	1.08582	1.07329	1.08304	685956	0	0
2025.03.30	1.08239	1.11469	1.07779	1.09625	1234721	0	0
2025.04.06	1.08835	1.14740	1.08766	1.13516	2219291	0	0
2025.04.13	1.13173	1.14248	1.12637	1.13929	1441412	0	0
2025.04.20	1.13961	1.15735	1.13071	1.13601	1309946	0	0
2025.04.27	1.13609	1.14250	1.12656	1.12992	1063967	0	0
2025.05.04	1.13056	1.13813	1.11965	1.12479	862702	0	0
2025.05.11	1.12010	1.12659	1.10654	1.11608	869491	0	0
2025.05.18	1.11691	1.13758	1.11691	1.13646	957196	0	0
2025.05.25	1.13643	1.14190	1.12099	1.13472	891400	0	0
2025.06.01	1.13445	1.14951	1.13436	1.13930	819605	0	0
2025.06.08	1.13933	1.16316	1.13730	1.15476	926656	0	0
2025.06.15	1.15319	1.16148	1.14462	1.15220	961686	0	0
2025.06.22	1.14658	1.17539	1.14534	1.17194	911620	0	0
2025.06.29	1.17247	1.18300	1.17077	1.17752	625860	0	0
