<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.04.20	00:00:00	1.07089	1.07773	1.07068	1.07695	89289	30797493000	0
2017.04.20	12:00:00	1.07696	1.07773	1.07145	1.07150	55936	57407838000	7
2017.04.21	00:00:00	1.07167	1.07379	1.06822	1.07181	84334	29681974000	0
2017.04.21	12:00:00	1.07183	1.07287	1.06820	1.07258	57825	55899312000	7
2017.04.23	00:00:00	1.09021	1.09038	1.08697	1.08840	7340	0	0
2017.04.24	00:00:00	1.08987	1.09049	1.08205	1.08581	147128	53030371000	0
2017.04.24	12:00:00	1.08582	1.08773	1.08349	1.08661	57618	49931986000	7
2017.04.25	00:00:00	1.08680	1.09501	1.08511	1.08921	99831	35150853000	0
2017.04.25	12:00:00	1.08922	1.09497	1.08703	1.09313	61558	54122583000	7
2017.04.26	00:00:00	1.09298	1.09507	1.08555	1.09024	115632	39589726000	0
2017.04.26	12:00:00	1.09024	1.09121	1.08554	1.09034	72759	69168156000	7
2017.04.27	00:00:00	1.09027	1.09328	1.08517	1.09072	105844	35426012000	0
2017.04.27	12:00:00	1.09072	1.09325	1.08514	1.08732	70879	63891373000	7
2017.04.28	00:00:00	1.08711	1.09471	1.08567	1.09017	99443	32676557000	0
2017.04.28	12:00:00	1.09018	1.09471	1.08831	1.08990	68842	60135272000	7
2017.04.30	00:00:00	1.08931	1.09032	1.08900	1.09021	2311	0	0
2017.05.01	00:00:00	1.08912	1.09238	1.08838	1.08982	57073	21090865000	0
2017.05.01	12:00:00	1.08982	1.09234	1.08950	1.08997	39895	43359944000	7
2017.05.02	00:00:00	1.08995	1.09331	1.08880	1.09144	90691	34305197000	0
2017.05.02	12:00:00	1.09144	1.09309	1.08878	1.09301	52472	49512944000	7
2017.05.03	00:00:00	1.09284	1.09368	1.08813	1.09117	91269	29843892000	0
2017.05.03	12:00:00	1.09117	1.09267	1.08826	1.08826	67350	64856289000	7
2017.05.04	00:00:00	1.08860	1.09872	1.08745	1.09182	111294	39215129000	0
2017.05.04	12:00:00	1.09179	1.09869	1.09170	1.09823	80048	73976430000	7
2017.05.05	00:00:00	1.09820	1.09989	1.09483	1.09581	105997	38549728000	0
2017.05.05	12:00:00	1.09581	1.09988	1.09476	1.09983	70988	57554887000	7
2017.05.07	00:00:00	1.10165	1.10165	1.09852	1.09928	4187	0	0
2017.05.08	00:00:00	1.10155	1.10166	1.09162	1.09558	120413	42798219000	0
2017.05.08	12:00:00	1.09558	1.09571	1.09159	1.09215	61758	59395472000	7
2017.05.09	00:00:00	1.09206	1.09334	1.08634	1.09061	107682	38713939000	0
2017.05.09	12:00:00	1.09061	1.09089	1.08631	1.08742	72547	74509400000	7
2017.05.10	00:00:00	1.08696	1.08982	1.08532	1.08706	102062	38701365000	0
2017.05.10	12:00:00	1.08706	1.08825	1.08530	1.08667	66226	67997758000	7
2017.05.11	00:00:00	1.08675	1.08929	1.08391	1.08780	93102	37135345000	0
2017.05.11	12:00:00	1.08780	1.08783	1.08387	1.08609	64368	65920690000	7
2017.05.12	00:00:00	1.08620	1.09343	1.08553	1.08654	85110	29974753000	0
2017.05.12	12:00:00	1.08654	1.09341	1.08628	1.09309	68726	67674009000	7
2017.05.14	00:00:00	1.09320	1.09351	1.09236	1.09256	2483	0	0
2017.05.15	00:00:00	1.09324	1.09895	1.09222	1.09448	88342	33910607000	0
2017.05.15	12:00:00	1.09449	1.09892	1.09445	1.09747	57692	54813214000	7
2017.05.16	00:00:00	1.09762	1.10972	1.09743	1.10450	113084	39592803000	0
2017.05.16	12:00:00	1.10451	1.10970	1.10297	1.10810	72315	69696425000	7
2017.05.17	00:00:00	1.10837	1.11703	1.10792	1.10851	140600	52633887000	0
2017.05.17	12:00:00	1.10852	1.11618	1.10845	1.11597	84815	80803260000	7
2017.05.18	00:00:00	1.11593	1.11718	1.10757	1.11268	155522	55887730000	0
2017.05.18	12:00:00	1.11268	1.11399	1.10755	1.11039	106984	109373682000	7
2017.05.19	00:00:00	1.11019	1.12118	1.10957	1.11491	112271	45214104000	0
2017.05.19	12:00:00	1.11490	1.12115	1.11465	1.12059	71880	69643985000	7
2017.05.21	00:00:00	1.12010	1.12084	1.11981	1.12064	1614	0	0
2017.05.22	00:00:00	1.12006	1.12634	1.11611	1.11677	106506	39155767000	0
2017.05.22	12:00:00	1.11678	1.12631	1.11655	1.12371	67547	62399165000	7
2017.05.23	00:00:00	1.12396	1.12682	1.11750	1.12481	131864	46669330000	0
2017.05.23	12:00:00	1.12481	1.12626	1.11747	1.11804	81978	81424837000	7
2017.05.24	00:00:00	1.11823	1.12234	1.11684	1.11852	120186	40395213000	0
2017.05.24	12:00:00	1.11852	1.12198	1.11681	1.12185	79036	74356636000	7
2017.05.25	00:00:00	1.12179	1.12502	1.11937	1.12417	107065	41137069000	0
2017.05.25	12:00:00	1.12417	1.12417	1.11932	1.12077	62523	62949431000	7
2017.05.26	00:00:00	1.12072	1.12345	1.11605	1.12237	106574	35324839000	0
2017.05.26	12:00:00	1.12237	1.12266	1.11602	1.11772	66122	62989005000	7
2017.05.28	00:00:00	1.11724	1.11826	1.11709	1.11824	1775	0	0
2017.05.29	00:00:00	1.11678	1.11898	1.11349	1.11831	69563	27820080000	0
2017.05.29	12:00:00	1.11832	1.11896	1.11622	1.11636	34372	32621736000	7
2017.05.30	00:00:00	1.11642	1.12052	1.11092	1.11397	116243	40293247000	0
2017.05.30	12:00:00	1.11399	1.12051	1.11364	1.11903	68768	66300612000	7
2017.05.31	00:00:00	1.11873	1.12521	1.11643	1.11739	116053	35992233000	0
2017.05.31	12:00:00	1.11740	1.12520	1.11707	1.12412	77209	74081438000	7
2017.06.01	00:00:00	1.12461	1.12567	1.12020	1.12259	106161	36151428000	0
2017.06.01	12:00:00	1.12261	1.12366	1.12018	1.12106	59784	59333238000	7
2017.06.02	00:00:00	1.12138	1.12852	1.12050	1.12207	91960	27414854000	0
2017.06.02	12:00:00	1.12207	1.12848	1.12047	1.12829	72978	64123975000	7
2017.06.04	00:00:00	1.12713	1.12839	1.12713	1.12783	2466	0	0
2017.06.05	00:00:00	1.12715	1.12835	1.12341	1.12717	79335	0	0
2017.06.05	12:00:00	1.12716	1.12716	1.12339	1.12540	42499	0	7
2017.06.06	00:00:00	1.12546	1.12837	1.12404	1.12516	95677	0	0
2017.06.06	12:00:00	1.12518	1.12837	1.12401	1.12765	52705	0	7
2017.06.07	00:00:00	1.12751	1.12819	1.12039	1.12621	96647	0	0
2017.06.07	12:00:00	1.12620	1.12824	1.12037	1.12591	64500	0	7
2017.06.08	00:00:00	1.12599	1.12691	1.11947	1.12486	113931	0	0
2017.06.08	12:00:00	1.12484	1.12624	1.11948	1.12140	67878	0	7
2017.06.09	00:00:00	1.12199	1.12365	1.11662	1.11759	140195	0	0
2017.06.09	12:00:00	1.11759	1.12036	1.11661	1.11953	46864	0	7
2017.06.11	00:00:00	1.12067	1.12095	1.12023	1.12037	1460	0	0
2017.06.12	00:00:00	1.12061	1.12320	1.11919	1.12252	88717	0	0
2017.06.12	12:00:00	1.12253	1.12318	1.11916	1.12043	49060	0	7
2017.06.13	00:00:00	1.12039	1.12248	1.11850	1.12122	83943	0	0
2017.06.13	12:00:00	1.12123	1.12199	1.11918	1.12105	41018	0	7
2017.06.14	00:00:00	1.12075	1.12957	1.11930	1.12072	116398	0	0
2017.06.14	12:00:00	1.12074	1.12954	1.11927	1.12217	85523	0	7
2017.06.15	00:00:00	1.12178	1.12285	1.11320	1.11794	125322	0	0
2017.06.15	12:00:00	1.11793	1.11849	1.11318	1.11473	64387	0	7
2017.06.16	00:00:00	1.11429	1.12015	1.11382	1.11729	102113	0	0
2017.06.16	12:00:00	1.11729	1.12014	1.11570	1.11931	50124	0	7
2017.06.18	00:00:00	1.12050	1.12082	1.11946	1.12037	3465	0	0
2017.06.19	00:00:00	1.12046	1.12127	1.11431	1.11949	98694	0	0
2017.06.19	12:00:00	1.11949	1.12125	1.11428	1.11479	46716	0	7
2017.06.20	00:00:00	1.11476	1.11648	1.11188	1.11580	108286	0	0
2017.06.20	12:00:00	1.11580	1.11645	1.11186	1.11326	51321	0	7
2017.06.21	00:00:00	1.11310	1.11688	1.11270	1.11424	99244	0	0
2017.06.21	12:00:00	1.11423	1.11687	1.11298	1.11673	50951	0	7
2017.06.22	00:00:00	1.11682	1.11778	1.11392	1.11677	94753	0	0
2017.06.22	12:00:00	1.11678	1.11741	1.11390	1.11516	45547	0	7
2017.06.23	00:00:00	1.11523	1.12087	1.11449	1.11711	81751	0	0
2017.06.23	12:00:00	1.11711	1.12087	1.11613	1.11942	40234	0	7
2017.06.25	00:00:00	1.11956	1.11983	1.11888	1.11963	1636	0	0
2017.06.26	00:00:00	1.11956	1.12197	1.11717	1.11855	92145	0	0
2017.06.26	12:00:00	1.11854	1.12195	1.11714	1.11805	49872	0	7
2017.06.27	00:00:00	1.11819	1.13493	1.11787	1.12489	122680	0	0
2017.06.27	12:00:00	1.12492	1.13490	1.12438	1.13406	65685	0	7
2017.06.28	00:00:00	1.13364	1.13901	1.12916	1.13601	147286	0	0
2017.06.28	12:00:00	1.13601	1.13901	1.12912	1.13769	76085	0	7
2017.06.29	00:00:00	1.13778	1.14452	1.13741	1.14253	135629	0	0
2017.06.29	12:00:00	1.14253	1.14451	1.13878	1.14400	63930	0	7
2017.06.30	00:00:00	1.14400	1.14449	1.13921	1.14027	125241	0	0
2017.06.30	12:00:00	1.14025	1.14273	1.13919	1.14191	58789	0	7
2017.07.02	00:00:00	1.14183	1.14263	1.14164	1.14249	1451	0	0
2017.07.03	00:00:00	1.14173	1.14264	1.13550	1.13783	106339	0	0
2017.07.03	12:00:00	1.13784	1.13854	1.13548	1.13641	44871	0	7
2017.07.04	00:00:00	1.13615	1.13769	1.13357	1.13534	104225	0	0
2017.07.04	12:00:00	1.13535	1.13551	1.13377	1.13438	38627	0	7
2017.07.05	00:00:00	1.13415	1.13685	1.13123	1.13414	114035	0	0
2017.07.05	12:00:00	1.13414	1.13564	1.13121	1.13495	55885	0	7
2017.07.06	00:00:00	1.13492	1.14248	1.13295	1.13486	114511	0	0
2017.07.06	12:00:00	1.13485	1.14243	1.13440	1.14216	61015	0	7
2017.07.07	00:00:00	1.14216	1.14397	1.13795	1.14215	119714	0	0
2017.07.07	12:00:00	1.14214	1.14395	1.13794	1.13999	57436	0	7
2017.07.09	00:00:00	1.13977	1.14020	1.13947	1.13999	2165	0	0
2017.07.10	00:00:00	1.13966	1.14180	1.13817	1.13954	92608	0	0
2017.07.10	12:00:00	1.13957	1.14077	1.13814	1.13984	40682	0	7
2017.07.11	00:00:00	1.13975	1.14796	1.13825	1.13958	106240	0	0
2017.07.11	12:00:00	1.13955	1.14793	1.13898	1.14659	56607	0	7
2017.07.12	00:00:00	1.14659	1.14893	1.13915	1.14573	133948	0	0
2017.07.12	12:00:00	1.14573	1.14793	1.13914	1.14127	71711	0	7
2017.07.13	00:00:00	1.14127	1.14558	1.13704	1.14032	127349	0	0
2017.07.13	12:00:00	1.14032	1.14189	1.13700	1.13966	63902	0	7
2017.07.14	00:00:00	1.13976	1.14717	1.13912	1.14075	112052	0	0
2017.07.14	12:00:00	1.14078	1.14718	1.14069	1.14708	63813	0	7
2017.07.16	00:00:00	1.14699	1.14741	1.14658	1.14701	5526	0	0
2017.07.17	00:00:00	1.14699	1.14869	1.14345	1.14478	113081	0	0
2017.07.17	12:00:00	1.14479	1.14866	1.14448	1.14790	49473	0	7
2017.07.18	00:00:00	1.14790	1.15829	1.14711	1.15251	160570	0	0
2017.07.18	12:00:00	1.15250	1.15830	1.15190	1.15538	68338	0	7
2017.07.19	00:00:00	1.15539	1.15559	1.15097	1.15263	117962	0	0
2017.07.19	12:00:00	1.15263	1.15381	1.15097	1.15152	50013	0	7
2017.07.20	00:00:00	1.15136	1.16573	1.14791	1.15044	153874	0	0
2017.07.20	12:00:00	1.15043	1.16579	1.14790	1.16303	87459	0	7
2017.07.21	00:00:00	1.16296	1.16827	1.16188	1.16490	131311	0	0
2017.07.21	12:00:00	1.16491	1.16825	1.16349	1.16631	59156	0	7
2017.07.23	00:00:00	1.16621	1.16741	1.16608	1.16725	2166	0	0
2017.07.24	00:00:00	1.16607	1.16842	1.16261	1.16526	128798	0	0
2017.07.24	12:00:00	1.16525	1.16595	1.16256	1.16417	52663	0	7
2017.07.25	00:00:00	1.16421	1.17125	1.16304	1.16535	132871	0	0
2017.07.25	12:00:00	1.16536	1.17122	1.16419	1.16464	64712	0	7
2017.07.26	00:00:00	1.16461	1.17472	1.16123	1.16228	142686	0	0
2017.07.26	12:00:00	1.16228	1.17394	1.16185	1.17262	76715	0	7
2017.07.27	00:00:00	1.17262	1.17765	1.16500	1.17280	170221	0	0
2017.07.27	12:00:00	1.17280	1.17332	1.16497	1.16757	73226	0	7
2017.07.28	00:00:00	1.16757	1.17639	1.16709	1.17054	144977	0	0
2017.07.28	12:00:00	1.17053	1.17638	1.17041	1.17561	69216	0	7
2017.07.30	00:00:00	1.17533	1.17614	1.17486	1.17595	5480	0	0
