<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.01.22	00:00:00	1.06895	1.07166	1.06895	1.07126	5170	0	0
2017.01.23	00:00:00	1.06930	1.07721	1.06930	1.07479	147724	33692966000	0
2017.01.23	08:00:00	1.07481	1.07544	1.07090	1.07298	58473	50103961000	7
2017.01.23	16:00:00	1.07298	1.07688	1.07059	1.07673	59121	48791082000	7
2017.01.24	00:00:00	1.07647	1.07749	1.07203	1.07549	137596	31633861000	0
2017.01.24	08:00:00	1.07549	1.07567	1.07250	1.07470	56875	51199539000	7
2017.01.24	16:00:00	1.07469	1.07745	1.07199	1.07313	48535	40948196000	7
2017.01.25	00:00:00	1.07283	1.07698	1.07113	1.07260	129033	27203847000	0
2017.01.25	08:00:00	1.07256	1.07694	1.07109	1.07445	55885	47396343000	7
2017.01.25	16:00:00	1.07443	1.07538	1.07196	1.07465	51803	45509557000	7
2017.01.26	00:00:00	1.07527	1.07656	1.06576	1.07553	130691	27768376000	0
2017.01.26	08:00:00	1.07553	1.07564	1.06884	1.06966	61319	55963487000	7
2017.01.26	16:00:00	1.06967	1.07044	1.06572	1.06714	55234	45048369000	7
2017.01.27	00:00:00	1.06792	1.07249	1.06581	1.06715	116815	27833454000	0
2017.01.27	08:00:00	1.06715	1.07085	1.06579	1.06980	55484	45900949000	7
2017.01.27	16:00:00	1.06981	1.07247	1.06787	1.06964	44487	39280363000	7
2017.01.29	00:00:00	1.07140	1.07201	1.07079	1.07170	4324	0	0
2017.01.30	00:00:00	1.07145	1.07402	1.06202	1.07239	123551	24592099000	0
2017.01.30	08:00:00	1.07239	1.07250	1.06200	1.06442	54935	47309907000	7
2017.01.30	16:00:00	1.06442	1.07090	1.06399	1.06936	47172	38307627000	7
2017.01.31	00:00:00	1.06935	1.08123	1.06845	1.06995	152711	32596227000	0
2017.01.31	08:00:00	1.06995	1.07648	1.06843	1.07550	70711	65518846000	7
2017.01.31	16:00:00	1.07550	1.08120	1.07484	1.07966	61657	52910590000	7
2017.02.01	00:00:00	1.07960	1.08073	1.07294	1.07903	131808	25798479000	0
2017.02.01	08:00:00	1.07903	1.08070	1.07599	1.07602	55742	50545352000	7
2017.02.01	16:00:00	1.07599	1.07888	1.07298	1.07681	62848	57555469000	7
2017.02.02	00:00:00	1.07677	1.08287	1.07559	1.07922	139594	29741753000	0
2017.02.02	08:00:00	1.07920	1.08284	1.07775	1.08140	66154	59931435000	7
2017.02.02	16:00:00	1.08143	1.08234	1.07556	1.07577	49096	42154032000	7
2017.02.03	00:00:00	1.07593	1.07976	1.07126	1.07573	128775	29720812000	0
2017.02.03	08:00:00	1.07572	1.07748	1.07106	1.07556	51579	46869523000	7
2017.02.03	16:00:00	1.07556	1.07973	1.07553	1.07849	51205	42426871000	7
2017.02.05	00:00:00	1.07897	1.07907	1.07780	1.07824	2051	0	0
2017.02.06	00:00:00	1.07896	1.07901	1.07057	1.07743	113655	19100164000	0
2017.02.06	08:00:00	1.07742	1.07772	1.07080	1.07128	55006	48832987000	7
2017.02.06	16:00:00	1.07128	1.07547	1.07053	1.07508	48744	47267189000	7
2017.02.07	00:00:00	1.07448	1.07490	1.06560	1.07124	128702	31009913000	0
2017.02.07	08:00:00	1.07123	1.07127	1.06558	1.06754	51662	41971566000	7
2017.02.07	16:00:00	1.06754	1.07058	1.06625	1.06780	43994	38935434000	7
2017.02.08	00:00:00	1.06763	1.07138	1.06404	1.06766	125930	25880590000	0
2017.02.08	08:00:00	1.06766	1.06801	1.06402	1.06697	48668	39324665000	7
2017.02.08	16:00:00	1.06698	1.07138	1.06698	1.06962	51056	43196769000	7
2017.02.09	00:00:00	1.06972	1.07094	1.06509	1.06804	121950	28042100000	0
2017.02.09	08:00:00	1.06802	1.07092	1.06698	1.06815	43592	31379990000	7
2017.02.09	16:00:00	1.06815	1.06937	1.06505	1.06555	48105	41106716000	7
2017.02.10	00:00:00	1.06547	1.06675	1.06076	1.06528	121717	28231503000	0
2017.02.10	08:00:00	1.06528	1.06633	1.06160	1.06189	44963	36042123000	7
2017.02.10	16:00:00	1.06190	1.06525	1.06072	1.06380	52036	49708329000	7
2017.02.12	00:00:00	1.06294	1.06367	1.06175	1.06188	3075	0	0
2017.02.13	00:00:00	1.06347	1.06584	1.05918	1.06278	107361	27233255000	0
2017.02.13	08:00:00	1.06278	1.06581	1.06204	1.06234	42574	38644600000	7
2017.02.13	16:00:00	1.06234	1.06245	1.05917	1.05965	40188	40591359000	7
2017.02.14	00:00:00	1.05976	1.06333	1.05609	1.06190	106736	21074323000	0
2017.02.14	08:00:00	1.06195	1.06331	1.06063	1.06126	44899	35665151000	7
2017.02.14	16:00:00	1.06127	1.06145	1.05607	1.05769	53504	46323111000	7
2017.02.15	00:00:00	1.05777	1.06093	1.05213	1.05786	114015	26934769000	0
2017.02.15	08:00:00	1.05784	1.05822	1.05210	1.05337	48218	43227520000	7
2017.02.15	16:00:00	1.05338	1.06090	1.05310	1.05984	52238	45561096000	7
2017.02.16	00:00:00	1.06007	1.06792	1.05906	1.06205	112948	26064156000	0
2017.02.16	08:00:00	1.06204	1.06553	1.05996	1.06367	50902	45964564000	7
2017.02.16	16:00:00	1.06366	1.06790	1.06326	1.06747	50063	44135459000	7
2017.02.17	00:00:00	1.06719	1.06765	1.06053	1.06711	97945	21649239000	0
2017.02.17	08:00:00	1.06709	1.06731	1.06369	1.06549	52410	46659230000	7
2017.02.17	16:00:00	1.06550	1.06668	1.06051	1.06105	42420	36035675000	7
2017.02.19	00:00:00	1.06064	1.06328	1.06038	1.06250	3757	0	0
2017.02.20	00:00:00	1.06073	1.06326	1.06029	1.06140	84691	27687345000	0
2017.02.20	08:00:00	1.06138	1.06296	1.06041	1.06204	38582	32735969000	7
2017.02.20	16:00:00	1.06207	1.06271	1.06070	1.06105	26955	24377176000	7
2017.02.21	00:00:00	1.06097	1.06149	1.05257	1.05845	102834	25921718000	0
2017.02.21	08:00:00	1.05846	1.05888	1.05295	1.05368	47598	41271066000	7
2017.02.21	16:00:00	1.05368	1.05518	1.05255	1.05351	39491	33172930000	7
2017.02.22	00:00:00	1.05395	1.05738	1.04936	1.05443	109546	22407229000	0
2017.02.22	08:00:00	1.05442	1.05448	1.04933	1.05140	51228	41574375000	7
2017.02.22	16:00:00	1.05141	1.05737	1.04958	1.05581	54254	45125811000	7
2017.02.23	00:00:00	1.05587	1.05950	1.05375	1.05655	99988	22810630000	0
2017.02.23	08:00:00	1.05656	1.05850	1.05373	1.05792	49443	38295828000	7
2017.02.23	16:00:00	1.05791	1.05949	1.05634	1.05786	39244	33272762000	7
2017.02.24	00:00:00	1.05786	1.06178	1.05567	1.05803	95435	20724485000	0
2017.02.24	08:00:00	1.05803	1.06176	1.05703	1.06134	46869	38994019000	7
2017.02.24	16:00:00	1.06134	1.06149	1.05562	1.05569	45196	40014433000	7
2017.02.26	00:00:00	1.05608	1.05645	1.05517	1.05520	3876	0	0
2017.02.27	00:00:00	1.05626	1.06306	1.05511	1.05675	101663	25154260000	0
2017.02.27	08:00:00	1.05675	1.06011	1.05633	1.05986	38997	33288689000	7
2017.02.27	16:00:00	1.05987	1.06304	1.05803	1.05855	45325	38757678000	7
2017.02.28	00:00:00	1.05877	1.06302	1.05667	1.05943	108646	23107280000	0
2017.02.28	08:00:00	1.05940	1.06075	1.05759	1.05950	45926	38602085000	7
2017.02.28	16:00:00	1.05950	1.06298	1.05707	1.05777	49192	43314692000	7
2017.03.01	00:00:00	1.05739	1.05891	1.05141	1.05552	140973	38907196000	0
2017.03.01	08:00:00	1.05552	1.05600	1.05138	1.05250	57725	49339494000	7
2017.03.01	16:00:00	1.05251	1.05714	1.05198	1.05446	44756	38274594000	7
2017.03.02	00:00:00	1.05459	1.05512	1.04950	1.05305	102345	23019652000	0
2017.03.02	08:00:00	1.05309	1.05454	1.05079	1.05137	48733	41763494000	7
2017.03.02	16:00:00	1.05139	1.05279	1.04946	1.05068	44897	39770812000	7
2017.03.03	00:00:00	1.05015	1.06238	1.05015	1.05176	105347	23958847000	0
2017.03.03	08:00:00	1.05175	1.05731	1.05102	1.05683	51984	49485107000	7
2017.03.03	16:00:00	1.05684	1.06236	1.05423	1.06187	56041	51763018000	7
2017.03.05	00:00:00	1.06074	1.06214	1.06004	1.06206	3725	0	0
2017.03.06	00:00:00	1.06070	1.06397	1.05747	1.06037	92151	25127248000	0
2017.03.06	08:00:00	1.06036	1.06397	1.05764	1.05972	48592	45019507000	7
2017.03.06	16:00:00	1.05973	1.06076	1.05745	1.05816	35779	33715489000	7
2017.03.07	00:00:00	1.05825	1.06026	1.05582	1.05851	83097	21734247000	0
2017.03.07	08:00:00	1.05849	1.06022	1.05580	1.05690	43611	40940735000	7
2017.03.07	16:00:00	1.05689	1.05884	1.05606	1.05664	34596	31818085000	7
2017.03.08	00:00:00	1.05657	1.05740	1.05348	1.05630	89083	20416053000	0
2017.03.08	08:00:00	1.05629	1.05728	1.05345	1.05535	47638	44359608000	7
2017.03.08	16:00:00	1.05536	1.05621	1.05358	1.05396	44106	42074048000	7
2017.03.09	00:00:00	1.05388	1.06151	1.05250	1.05323	106777	23598244000	0
2017.03.09	08:00:00	1.05323	1.05924	1.05247	1.05841	59002	52412245000	7
2017.03.09	16:00:00	1.05845	1.06151	1.05662	1.05758	56257	47914765000	7
2017.03.10	00:00:00	1.05756	1.06992	1.05721	1.05977	101411	20759515000	0
2017.03.10	08:00:00	1.05978	1.06464	1.05877	1.06458	50494	43742760000	7
2017.03.10	16:00:00	1.06457	1.06988	1.06197	1.06697	59651	54374664000	7
2017.03.12	00:00:00	1.06768	1.06883	1.06768	1.06790	1661	0	0
2017.03.13	00:00:00	1.06832	1.07143	1.06520	1.06974	100993	22574514000	0
2017.03.13	08:00:00	1.06976	1.07141	1.06555	1.06701	62572	55692837000	7
2017.03.13	16:00:00	1.06701	1.06788	1.06519	1.06533	35302	32979424000	7
2017.03.14	00:00:00	1.06540	1.06625	1.06000	1.06591	87984	21737017000	0
2017.03.14	08:00:00	1.06590	1.06624	1.06257	1.06286	52871	48891419000	7
2017.03.14	16:00:00	1.06285	1.06464	1.05995	1.06078	38395	35032163000	7
2017.03.15	00:00:00	1.06051	1.07400	1.06042	1.06196	98420	19749716000	0
2017.03.15	08:00:00	1.06195	1.06389	1.06070	1.06153	47458	42911566000	7
2017.03.15	16:00:00	1.06152	1.07397	1.06120	1.07344	61105	49144529000	7
2017.03.16	00:00:00	1.07340	1.07743	1.07057	1.07260	118329	28997279000	0
2017.03.16	08:00:00	1.07260	1.07404	1.07053	1.07258	58899	48759001000	7
2017.03.16	16:00:00	1.07259	1.07737	1.07071	1.07730	47255	42516086000	7
2017.03.17	00:00:00	1.07720	1.07823	1.07274	1.07709	85590	16365472000	0
2017.03.17	08:00:00	1.07710	1.07821	1.07272	1.07425	57430	52175216000	7
2017.03.17	16:00:00	1.07425	1.07561	1.07308	1.07362	37228	35417504000	7
2017.03.19	00:00:00	1.07371	1.07447	1.07341	1.07416	1387	0	0
2017.03.20	00:00:00	1.07373	1.07773	1.07251	1.07641	73641	15995605000	0
2017.03.20	08:00:00	1.07639	1.07770	1.07434	1.07520	46661	39755161000	7
2017.03.20	16:00:00	1.07520	1.07577	1.07249	1.07391	32299	28513357000	7
2017.03.21	00:00:00	1.07368	1.08191	1.07189	1.07603	105811	22772060000	0
2017.03.21	08:00:00	1.07604	1.08157	1.07591	1.08152	53816	48694854000	7
2017.03.21	16:00:00	1.08152	1.08190	1.07932	1.08066	49471	44380718000	7
2017.03.22	00:00:00	1.08074	1.08246	1.07759	1.07996	102483	23918658000	0
2017.03.22	08:00:00	1.07996	1.08183	1.07755	1.07996	54866	45615151000	7
2017.03.22	16:00:00	1.07997	1.08245	1.07898	1.07927	45984	40534104000	7
2017.03.23	00:00:00	1.07948	1.08048	1.07679	1.07898	90993	20033710000	0
2017.03.23	08:00:00	1.07898	1.08047	1.07677	1.07846	52217	46100555000	7
2017.03.23	16:00:00	1.07845	1.07934	1.07736	1.07817	46008	41507046000	7
2017.03.24	00:00:00	1.07816	1.08179	1.07600	1.07676	89873	21982647000	0
2017.03.24	08:00:00	1.07677	1.08124	1.07606	1.07978	46670	40307648000	7
2017.03.24	16:00:00	1.07977	1.08178	1.07902	1.07957	40950	37713532000	7
2017.03.26	00:00:00	1.08265	1.08484	1.08265	1.08481	3131	0	0
2017.03.27	00:00:00	1.08292	1.09058	1.08266	1.08434	93634	22558888000	0
2017.03.27	08:00:00	1.08436	1.08960	1.08430	1.08938	46836	40605230000	7
2017.03.27	16:00:00	1.08938	1.09057	1.08609	1.08658	40281	34366728000	7
2017.03.28	00:00:00	1.08633	1.08725	1.07989	1.08656	75663	17340888000	0
2017.03.28	08:00:00	1.08656	1.08723	1.08451	1.08588	40539	37039670000	7
2017.03.28	16:00:00	1.08587	1.08717	1.07985	1.08089	43131	41613020000	7
2017.03.29	00:00:00	1.08114	1.08264	1.07398	1.08145	91850	21647517000	0
2017.03.29	08:00:00	1.08146	1.08146	1.07396	1.07635	50672	46452804000	7
2017.03.29	16:00:00	1.07634	1.07729	1.07439	1.07642	37063	32143965000	7
2017.03.30	00:00:00	1.07656	1.07695	1.06718	1.07530	85397	19693180000	0
2017.03.30	08:00:00	1.07530	1.07677	1.07205	1.07213	45014	43565663000	7
2017.03.30	16:00:00	1.07213	1.07530	1.06728	1.06728	43804	43013872000	7
2017.03.31	00:00:00	1.06758	1.07019	1.06515	1.06750	90065	22092072000	0
2017.03.31	08:00:00	1.06748	1.06972	1.06697	1.06777	43755	41389595000	7
2017.03.31	16:00:00	1.06777	1.07017	1.06513	1.06576	44282	41998842000	7
2017.04.02	00:00:00	1.06607	1.06717	1.06594	1.06713	1769	0	0
2017.04.03	00:00:00	1.06617	1.06810	1.06423	1.06793	74675	19652759000	0
2017.04.03	08:00:00	1.06791	1.06807	1.06495	1.06622	38413	36517154000	7
2017.04.03	16:00:00	1.06621	1.06794	1.06421	1.06727	38044	38211964000	7
2017.04.04	00:00:00	1.06691	1.06853	1.06357	1.06706	71462	16928555000	0
2017.04.04	08:00:00	1.06705	1.06742	1.06354	1.06548	38938	37912378000	7
2017.04.04	16:00:00	1.06549	1.06770	1.06466	1.06750	33663	31047189000	7
2017.04.05	00:00:00	1.06722	1.06890	1.06348	1.06735	80291	15342587000	0
2017.04.05	08:00:00	1.06736	1.06887	1.06542	1.06658	40829	37607636000	7
2017.04.05	16:00:00	1.06658	1.06813	1.06345	1.06638	43541	39874687000	7
2017.04.06	00:00:00	1.06634	1.06840	1.06289	1.06743	83814	23787638000	0
2017.04.06	08:00:00	1.06744	1.06801	1.06287	1.06603	46050	43341245000	7
2017.04.06	16:00:00	1.06604	1.06648	1.06379	1.06427	31570	29844108000	7
2017.04.07	00:00:00	1.06437	1.06655	1.05805	1.06474	100994	27435772000	0
2017.04.07	08:00:00	1.06474	1.06664	1.06100	1.06199	46390	41618148000	7
2017.04.07	16:00:00	1.06196	1.06335	1.05804	1.05912	46983	45117700000	7
2017.04.09	00:00:00	1.05884	1.05890	1.05781	1.05789	2639	0	0
2017.04.10	00:00:00	1.05881	1.06066	1.05698	1.05853	70496	18153748000	0
2017.04.10	08:00:00	1.05853	1.05936	1.05695	1.05751	33872	32205357000	7
2017.04.10	16:00:00	1.05753	1.06063	1.05753	1.05945	31289	28433451000	7
2017.04.11	00:00:00	1.05951	1.06299	1.05786	1.05880	74036	16224760000	0
2017.04.11	08:00:00	1.05881	1.06198	1.05783	1.06119	35353	32727908000	7
2017.04.11	16:00:00	1.06119	1.06299	1.06000	1.06053	38108	36823521000	7
2017.04.12	00:00:00	1.06058	1.06751	1.05890	1.06039	82494	18249809000	0
2017.04.12	08:00:00	1.06038	1.06236	1.05969	1.06001	33838	31808787000	7
2017.04.12	16:00:00	1.06001	1.06749	1.05886	1.06655	42767	37906421000	7
2017.04.13	00:00:00	1.06628	1.06776	1.06090	1.06728	81520	22550416000	0
2017.04.13	08:00:00	1.06728	1.06773	1.06223	1.06277	38421	36937315000	7
2017.04.13	16:00:00	1.06277	1.06354	1.06089	1.06119	35190	36185366000	7
2017.04.14	00:00:00	1.06153	1.06297	1.06060	1.06153	42647	13533567000	0
2017.04.14	08:00:00	1.06151	1.06294	1.06056	1.06292	23753	18685684000	7
2017.04.14	16:00:00	1.06291	1.06293	1.06093	1.06097	15549	12760339000	7
2017.04.16	00:00:00	1.06159	1.06160	1.06027	1.06048	4291	0	0
2017.04.17	00:00:00	1.06112	1.06702	1.06025	1.06184	61590	22725561000	0
2017.04.17	08:00:00	1.06184	1.06511	1.06147	1.06450	18619	19350963000	7
2017.04.17	16:00:00	1.06450	1.06701	1.06349	1.06433	24699	25178257000	7
2017.04.18	00:00:00	1.06487	1.07359	1.06365	1.06432	84053	20169744000	0
2017.04.18	08:00:00	1.06433	1.06996	1.06409	1.06964	44932	46271650000	7
2017.04.18	16:00:00	1.06964	1.07357	1.06828	1.07297	40403	37138537000	7
2017.04.19	00:00:00	1.07284	1.07367	1.06999	1.07185	71860	15754281000	0
2017.04.19	08:00:00	1.07186	1.07366	1.07079	1.07196	37676	34839658000	7
2017.04.19	16:00:00	1.07196	1.07226	1.06995	1.07104	35131	36491089000	7
2017.04.20	00:00:00	1.07089	1.07773	1.07068	1.07270	69911	12892835000	0
2017.04.20	08:00:00	1.07270	1.07773	1.07207	1.07499	36627	35180213000	7
2017.04.20	16:00:00	1.07499	1.07765	1.07145	1.07150	38687	40132283000	7
2017.04.21	00:00:00	1.07167	1.07379	1.06822	1.07161	66873	12133627000	0
2017.04.21	08:00:00	1.07160	1.07378	1.06875	1.07006	37719	37155091000	7
2017.04.21	16:00:00	1.07007	1.07287	1.06820	1.07258	37567	36292568000	7
2017.04.23	00:00:00	1.09021	1.09038	1.08697	1.08840	7340	0	0
2017.04.24	00:00:00	1.08987	1.09049	1.08205	1.08583	117448	28445856000	0
2017.04.24	08:00:00	1.08581	1.08773	1.08315	1.08570	53152	45072962000	7
2017.04.24	16:00:00	1.08568	1.08733	1.08349	1.08661	34146	29443539000	7
2017.04.25	00:00:00	1.08680	1.09501	1.08511	1.08629	79619	15868197000	0
2017.04.25	08:00:00	1.08629	1.08986	1.08627	1.08888	40568	37969107000	7
2017.04.25	16:00:00	1.08886	1.09497	1.08793	1.09313	41202	35436132000	7
2017.04.26	00:00:00	1.09298	1.09507	1.08555	1.09399	93379	18506594000	0
2017.04.26	08:00:00	1.09400	1.09506	1.08808	1.08869	45738	43036821000	7
2017.04.26	16:00:00	1.08869	1.09121	1.08554	1.09034	49274	47214467000	7
2017.04.27	00:00:00	1.09027	1.09328	1.08517	1.09049	87709	17284079000	0
2017.04.27	08:00:00	1.09049	1.09325	1.08796	1.08951	47048	44600465000	7
2017.04.27	16:00:00	1.08952	1.08963	1.08514	1.08732	41966	37432841000	7
2017.04.28	00:00:00	1.08711	1.09471	1.08569	1.08643	81040	16129364000	0
2017.04.28	08:00:00	1.08641	1.09471	1.08567	1.09119	48268	42562669000	7
2017.04.28	16:00:00	1.09117	1.09213	1.08831	1.08990	38977	34119796000	7
2017.04.30	00:00:00	1.08931	1.09032	1.08900	1.09021	2311	0	0
2017.05.01	00:00:00	1.08912	1.09238	1.08841	1.08905	50850	14411560000	0
2017.05.01	08:00:00	1.08905	1.09217	1.08838	1.09165	15720	16988556000	7
2017.05.01	16:00:00	1.09166	1.09234	1.08961	1.08997	30398	33050693000	7
2017.05.02	00:00:00	1.08995	1.09331	1.08880	1.09124	72047	16311097000	0
2017.05.02	08:00:00	1.09123	1.09251	1.09039	1.09074	38165	36537311000	7
2017.05.02	16:00:00	1.09074	1.09309	1.08878	1.09301	32951	30969733000	7
2017.05.03	00:00:00	1.09284	1.09368	1.08813	1.09340	74071	13204529000	0
2017.05.03	08:00:00	1.09342	1.09349	1.09061	1.09146	39170	37909151000	7
2017.05.03	16:00:00	1.09146	1.09267	1.08826	1.08826	45378	43586501000	7
2017.05.04	00:00:00	1.08860	1.09872	1.08748	1.08957	88046	15949731000	0
2017.05.04	08:00:00	1.08957	1.09408	1.08745	1.09342	50415	47705736000	7
2017.05.04	16:00:00	1.09343	1.09869	1.09246	1.09823	52881	49536092000	7
2017.05.05	00:00:00	1.09820	1.09989	1.09483	1.09832	83444	16455042000	0
2017.05.05	08:00:00	1.09832	1.09912	1.09476	1.09784	48021	43943161000	7
2017.05.05	16:00:00	1.09784	1.09988	1.09653	1.09983	45520	35706412000	7
2017.05.07	00:00:00	1.10165	1.10165	1.09852	1.09928	4187	0	0
2017.05.08	00:00:00	1.10155	1.10166	1.09162	1.09722	94590	17546406000	0
2017.05.08	08:00:00	1.09720	1.09965	1.09308	1.09467	49770	47390310000	7
2017.05.08	16:00:00	1.09471	1.09526	1.09159	1.09215	37811	37256975000	7
2017.05.09	00:00:00	1.09206	1.09334	1.08634	1.09302	85268	17985695000	0
2017.05.09	08:00:00	1.09302	1.09314	1.08737	1.08838	51294	50111641000	7
2017.05.09	16:00:00	1.08838	1.09063	1.08631	1.08742	43667	45126003000	7
2017.05.10	00:00:00	1.08696	1.08982	1.08532	1.08909	81424	18815397000	0
2017.05.10	08:00:00	1.08910	1.08977	1.08585	1.08795	46310	45289818000	7
2017.05.10	16:00:00	1.08796	1.08820	1.08530	1.08667	40554	42593908000	7
2017.05.11	00:00:00	1.08675	1.08929	1.08391	1.08697	73004	16636201000	0
2017.05.11	08:00:00	1.08697	1.08927	1.08387	1.08516	45705	46070879000	7
2017.05.11	16:00:00	1.08518	1.08754	1.08514	1.08609	38761	40348955000	7
2017.05.12	00:00:00	1.08620	1.09343	1.08557	1.08709	68176	13542808000	0
2017.05.12	08:00:00	1.08709	1.09124	1.08553	1.09057	41674	38920227000	7
2017.05.12	16:00:00	1.09058	1.09341	1.09058	1.09309	43986	45185727000	7
2017.05.14	00:00:00	1.09320	1.09351	1.09236	1.09256	2483	0	0
2017.05.15	00:00:00	1.09324	1.09895	1.09222	1.09297	69232	15346402000	0
2017.05.15	08:00:00	1.09297	1.09818	1.09256	1.09780	44466	43242380000	7
2017.05.15	16:00:00	1.09783	1.09892	1.09654	1.09747	32336	30135039000	7
2017.05.16	00:00:00	1.09762	1.10972	1.09743	1.09914	86394	15353596000	0
2017.05.16	08:00:00	1.09914	1.10886	1.09909	1.10773	56436	52288630000	7
2017.05.16	16:00:00	1.10771	1.10970	1.10636	1.10810	42569	41647002000	7
2017.05.17	00:00:00	1.10837	1.11703	1.10792	1.11057	112675	24906225000	0
2017.05.17	08:00:00	1.11057	1.11240	1.10813	1.11229	53903	54499236000	7
2017.05.17	16:00:00	1.11230	1.11618	1.11014	1.11597	58837	54031686000	7
2017.05.18	00:00:00	1.11593	1.11718	1.10757	1.11439	126804	29176007000	0
2017.05.18	08:00:00	1.11439	1.11454	1.11037	1.11084	68365	66333999000	7
2017.05.18	16:00:00	1.11084	1.11377	1.10755	1.11039	67337	69751406000	7
2017.05.19	00:00:00	1.11019	1.12118	1.10957	1.11114	88310	20366829000	0
2017.05.19	08:00:00	1.11114	1.11856	1.11088	1.11789	51893	52888206000	7
2017.05.19	16:00:00	1.11787	1.12115	1.11779	1.12059	43948	41603054000	7
2017.05.21	00:00:00	1.12010	1.12084	1.11981	1.12064	1614	0	0
2017.05.22	00:00:00	1.12006	1.12634	1.11614	1.11881	84593	18395221000	0
2017.05.22	08:00:00	1.11882	1.12495	1.11611	1.12450	52952	50028854000	7
2017.05.22	16:00:00	1.12450	1.12631	1.12283	1.12371	36508	33130857000	7
2017.05.23	00:00:00	1.12396	1.12682	1.11750	1.12502	99900	15953947000	0
