<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2017.05.22	1.12006	1.12634	1.11611	1.12371	174053	101554932000	0
2017.05.23	1.12396	1.12682	1.11747	1.11804	213842	128094167000	0
2017.05.24	1.11823	1.12234	1.11681	1.12185	199222	114751849000	0
2017.05.25	1.12179	1.12502	1.11932	1.12077	169588	104086500000	0
2017.05.26	1.12072	1.12345	1.11602	1.11772	172696	98313844000	0
2017.05.28	1.11724	1.11826	1.11709	1.11824	1775	0	0
2017.05.29	1.11678	1.11898	1.11349	1.11636	103935	60441816000	0
2017.05.30	1.11642	1.12052	1.11092	1.11903	185011	106593859000	0
2017.05.31	1.11873	1.12521	1.11643	1.12412	193262	110073671000	0
2017.06.01	1.12461	1.12567	1.12018	1.12106	165945	95484666000	0
2017.06.02	1.12138	1.12852	1.12047	1.12829	164938	91538829000	0
2017.06.04	1.12713	1.12839	1.12713	1.12783	2466	0	0
2017.06.05	1.12715	1.12835	1.12339	1.12540	121834	0	0
2017.06.06	1.12546	1.12837	1.12401	1.12765	148382	0	0
2017.06.07	1.12751	1.12824	1.12037	1.12591	161147	0	0
2017.06.08	1.12599	1.12691	1.11947	1.12140	181809	0	0
2017.06.09	1.12199	1.12365	1.11661	1.11953	187059	0	0
2017.06.11	1.12067	1.12095	1.12023	1.12037	1460	0	0
2017.06.12	1.12061	1.12320	1.11916	1.12043	137777	0	0
2017.06.13	1.12039	1.12248	1.11850	1.12105	124961	0	0
2017.06.14	1.12075	1.12957	1.11927	1.12217	201921	0	0
2017.06.15	1.12178	1.12285	1.11318	1.11473	189709	0	0
2017.06.16	1.11429	1.12015	1.11382	1.11931	152237	0	0
2017.06.18	1.12050	1.12082	1.11946	1.12037	3465	0	0
2017.06.19	1.12046	1.12127	1.11428	1.11479	145410	0	0
2017.06.20	1.11476	1.11648	1.11186	1.11326	159607	0	0
2017.06.21	1.11310	1.11688	1.11270	1.11673	150195	0	0
2017.06.22	1.11682	1.11778	1.11390	1.11516	140300	0	0
2017.06.23	1.11523	1.12087	1.11449	1.11942	121985	0	0
2017.06.25	1.11956	1.11983	1.11888	1.11963	1636	0	0
2017.06.26	1.11956	1.12197	1.11714	1.11805	142017	0	0
2017.06.27	1.11819	1.13493	1.11787	1.13406	188365	0	0
2017.06.28	1.13364	1.13901	1.12912	1.13769	223371	0	0
2017.06.29	1.13778	1.14452	1.13741	1.14400	199559	0	0
2017.06.30	1.14400	1.14449	1.13919	1.14191	184030	0	0
2017.07.02	1.14183	1.14263	1.14164	1.14249	1451	0	0
2017.07.03	1.14173	1.14264	1.13548	1.13641	151210	0	0
2017.07.04	1.13615	1.13769	1.13357	1.13438	142852	0	0
2017.07.05	1.13415	1.13685	1.13121	1.13495	169920	0	0
2017.07.06	1.13492	1.14248	1.13295	1.14216	175526	0	0
2017.07.07	1.14216	1.14397	1.13794	1.13999	177150	0	0
2017.07.09	1.13977	1.14020	1.13947	1.13999	2165	0	0
2017.07.10	1.13966	1.14180	1.13814	1.13984	133290	0	0
2017.07.11	1.13975	1.14796	1.13825	1.14659	162847	0	0
2017.07.12	1.14659	1.14893	1.13914	1.14127	205659	0	0
2017.07.13	1.14127	1.14558	1.13700	1.13966	191251	0	0
2017.07.14	1.13976	1.14718	1.13912	1.14708	175865	0	0
2017.07.16	1.14699	1.14741	1.14658	1.14701	5526	0	0
2017.07.17	1.14699	1.14869	1.14345	1.14790	162554	0	0
2017.07.18	1.14790	1.15830	1.14711	1.15538	228908	0	0
2017.07.19	1.15539	1.15559	1.15097	1.15152	167975	0	0
2017.07.20	1.15136	1.16579	1.14790	1.16303	241333	0	0
2017.07.21	1.16296	1.16827	1.16188	1.16631	190467	0	0
2017.07.23	1.16621	1.16741	1.16608	1.16725	2166	0	0
2017.07.24	1.16607	1.16842	1.16256	1.16417	181461	0	0
2017.07.25	1.16421	1.17125	1.16304	1.16464	197583	0	0
2017.07.26	1.16461	1.17472	1.16123	1.17262	219401	0	0
2017.07.27	1.17262	1.17765	1.16497	1.16757	243447	0	0
2017.07.28	1.16757	1.17639	1.16709	1.17561	214193	0	0
2017.07.30	1.17533	1.17614	1.17486	1.17595	5480	0	0
2017.07.31	1.17499	1.18454	1.17229	1.18397	200350	0	0
2017.08.01	1.18397	1.18415	1.17849	1.18021	204487	0	0
2017.08.02	1.18005	1.19100	1.17932	1.18568	208041	0	0
2017.08.03	1.18568	1.18929	1.18302	1.18706	196645	0	0
2017.08.04	1.18706	1.18889	1.17278	1.17716	187141	0	0
2017.08.06	1.17735	1.17927	1.17697	1.17860	3137	0	0
2017.08.07	1.17703	1.18140	1.17679	1.17936	139885	0	0
2017.08.08	1.17936	1.18238	1.17149	1.17527	166682	0	0
2017.08.09	1.17502	1.17699	1.16885	1.17578	198005	0	0
2017.08.10	1.17578	1.17853	1.17039	1.17725	195006	0	0
2017.08.11	1.17725	1.18474	1.17483	1.18227	211137	0	0
2017.08.14	1.18224	1.18384	1.17694	1.17811	151869	0	0
2017.08.15	1.17796	1.17927	1.16869	1.17341	180626	0	0
2017.08.16	1.17341	1.17787	1.16809	1.17667	200540	0	0
2017.08.17	1.17666	1.17899	1.16619	1.17228	221624	0	0
2017.08.18	1.17189	1.17741	1.17080	1.17631	203208	0	0
2017.08.21	1.17609	1.18280	1.17307	1.18133	144514	0	0
2017.08.22	1.18151	1.18243	1.17448	1.17611	151182	0	0
2017.08.23	1.17594	1.18230	1.17398	1.18086	157308	0	0
2017.08.24	1.18088	1.18177	1.17838	1.17993	163986	0	0
2017.08.25	1.17994	1.19414	1.17728	1.19204	194696	0	0
2017.08.28	1.19454	1.19836	1.19166	1.19775	159042	0	0
2017.08.29	1.19781	1.20701	1.19461	1.19786	258903	0	0
2017.08.30	1.19716	1.19841	1.18807	1.18819	209344	0	0
2017.08.31	1.18837	1.19124	1.18228	1.19039	211698	0	0
2017.09.01	1.19073	1.19795	1.18493	1.18627	208920	0	0
2017.09.04	1.18808	1.19220	1.18734	1.18934	160303	0	0
2017.09.05	1.18929	1.19405	1.18679	1.19165	214867	0	0
2017.09.06	1.19125	1.19500	1.19025	1.19187	213961	0	0
2017.09.07	1.19173	1.20593	1.19136	1.20233	238649	0	0
2017.09.08	1.20227	1.20921	1.20145	1.20352	247874	0	0
2017.09.11	1.20165	1.20294	1.19478	1.19524	188013	0	0
2017.09.12	1.19527	1.19781	1.19262	1.19633	196156	1038903000	0
2017.09.13	1.19658	1.19949	1.18729	1.18854	186759	0	0
2017.09.14	1.18840	1.19223	1.18377	1.19175	203107	0	0
2017.09.15	1.19180	1.19870	1.19009	1.19459	208823	0	0
2017.09.18	1.19264	1.19693	1.19149	1.19538	163851	0	0
2017.09.19	1.19537	1.20065	1.19481	1.19939	190724	0	0
2017.09.20	1.19942	1.20321	1.18611	1.18962	207007	0	0
2017.09.21	1.18944	1.19536	1.18656	1.19410	206013	0	0
2017.09.22	1.19386	1.20045	1.19370	1.19474	187649	0	0
2017.09.25	1.18989	1.19366	1.18321	1.18487	194567	0	0
2017.09.26	1.18463	1.18616	1.17573	1.17905	210314	0	0
2017.09.27	1.17897	1.17952	1.17171	1.17459	208660	0	0
2017.09.28	1.17481	1.18040	1.17210	1.17860	194555	0	0
2017.09.29	1.17857	1.18324	1.17725	1.18159	175267	0	0
2017.10.02	1.17956	1.18151	1.17301	1.17327	169918	0	0
2017.10.03	1.17332	1.17735	1.16960	1.17466	164082	0	0
2017.10.04	1.17435	1.17876	1.17349	1.17598	161945	0	0
2017.10.05	1.17601	1.17788	1.16990	1.17057	157287	0	0
2017.10.06	1.17107	1.17387	1.16692	1.17339	176229	0	0
2017.10.09	1.17369	1.17561	1.17194	1.17394	96821	0	0
2017.10.10	1.17406	1.18253	1.17389	1.18090	161469	0	0
2017.10.11	1.18094	1.18690	1.17951	1.18634	165288	0	0
2017.10.12	1.18600	1.18799	1.18270	1.18289	153838	0	0
2017.10.13	1.18287	1.18749	1.18052	1.18199	164411	0	0
2017.10.16	1.18127	1.18194	1.17805	1.17959	138266	0	0
2017.10.17	1.17969	1.18000	1.17360	1.17658	146422	0	0
2017.10.18	1.17667	1.18053	1.17300	1.17876	147947	0	0
2017.10.19	1.17882	1.18578	1.17678	1.18527	182112	0	0
2017.10.20	1.18489	1.18579	1.17623	1.17800	184653	0	0
2017.10.23	1.17664	1.17774	1.17247	1.17493	139227	0	0
2017.10.24	1.17489	1.17929	1.17426	1.17600	147197	0	0
2017.10.25	1.17613	1.18176	1.17529	1.18134	189561	0	0
2017.10.26	1.18131	1.18368	1.16403	1.16539	190270	0	0
2017.10.27	1.16530	1.16568	1.15742	1.16070	194753	0	0
2017.10.30	1.16099	1.16579	1.15933	1.16526	139673	0	0
2017.10.31	1.16503	1.16613	1.16248	1.16479	138119	0	0
2017.11.01	1.16449	1.16573	1.16062	1.16199	157087	0	0
2017.11.02	1.16194	1.16872	1.16130	1.16571	178704	0	0
2017.11.03	1.16572	1.16906	1.15991	1.16091	145333	0	0
2017.11.06	1.16134	1.16241	1.15802	1.16093	145578	0	0
2017.11.07	1.16120	1.16157	1.15540	1.15875	157249	0	0
2017.11.08	1.15882	1.16110	1.15791	1.15940	135269	0	0
2017.11.09	1.15956	1.16548	1.15855	1.16406	168839	0	0
2017.11.10	1.16393	1.16779	1.16227	1.16648	132339	0	0
2017.11.13	1.16579	1.16752	1.16373	1.16654	113813	0	0
2017.11.14	1.16686	1.18048	1.16614	1.17962	143443	0	0
2017.11.15	1.17964	1.18603	1.17845	1.17908	181240	0	0
2017.11.16	1.17902	1.18009	1.17566	1.17677	155229	0	0
2017.11.17	1.17707	1.18217	1.17652	1.17864	159049	0	0
2017.11.20	1.17878	1.18085	1.17219	1.17315	171836	0	0
2017.11.21	1.17331	1.17577	1.17129	1.17381	139129	0	0
2017.11.22	1.17394	1.18270	1.17321	1.18211	136909	0	0
2017.11.23	1.18185	1.18560	1.18132	1.18495	102201	0	0
2017.11.24	1.18502	1.19443	1.18367	1.19295	126393	0	0
2017.11.27	1.19294	1.19611	1.18955	1.18964	139011	0	0
2017.11.28	1.18977	1.19199	1.18268	1.18405	170681	0	0
2017.11.29	1.18409	1.18827	1.18166	1.18470	158431	0	0
2017.11.30	1.18471	1.19315	1.18088	1.19061	169534	0	0
2017.12.01	1.19036	1.19403	1.18508	1.18983	107021	0	0
2017.12.04	1.18639	1.18784	1.18290	1.18654	81135	0	0
2017.12.05	1.18636	1.18766	1.18007	1.18259	74649	0	0
2017.12.06	1.18245	1.18480	1.17805	1.17957	75422	0	0
2017.12.07	1.17948	1.18146	1.17718	1.17722	61507	0	0
2017.12.08	1.17725	1.17765	1.17304	1.17718	63857	0	0
2017.12.11	1.17661	1.18116	1.17634	1.17689	55095	0	0
2017.12.12	1.17703	1.17926	1.17175	1.17412	55262	0	0
2017.12.13	1.17412	1.18315	1.17293	1.18261	59495	0	0
2017.12.14	1.18253	1.18622	1.17706	1.17764	73423	0	0
2017.12.15	1.17769	1.18122	1.17497	1.17508	67368	0	0
2017.12.18	1.17444	1.18340	1.17374	1.17817	62543	0	0
2017.12.19	1.17812	1.18486	1.17764	1.18404	70444	0	0
2017.12.20	1.18402	1.19016	1.18289	1.18712	65743	0	0
2017.12.21	1.18709	1.18894	1.18493	1.18741	63435	0	0
2017.12.22	1.18723	1.18755	1.18168	1.18576	62582	0	0
2017.12.26	1.18707	1.18786	1.18464	1.18580	27684	0	0
2017.12.27	1.18562	1.19102	1.18549	1.18893	56838	0	0
2017.12.28	1.18960	1.19590	1.18956	1.19424	56313	0	0
2017.12.29	1.19429	1.20254	1.19363	1.19980	56439	0	0
2018.01.02	1.20117	1.20812	1.20115	1.20383	51312	0	0
2018.01.03	1.20563	1.20660	1.20013	1.20139	59320	0	0
2018.01.04	1.20142	1.20886	1.20043	1.20673	62252	0	0
2018.01.05	1.20674	1.20826	1.20205	1.20292	59375	0	0
2018.01.08	1.20289	1.20521	1.19558	1.19674	55831	0	0
2018.01.09	1.19680	1.19754	1.19157	1.19365	63509	0	0
2018.01.10	1.19361	1.20177	1.19231	1.19475	79622	0	0
2018.01.11	1.19478	1.20587	1.19293	1.20313	78936	0	0
2018.01.12	1.20337	1.22181	1.20308	1.21947	91669	0	0
2018.01.15	1.21973	1.22965	1.21874	1.22651	75256	0	0
2018.01.16	1.22657	1.22825	1.21951	1.22598	87034	0	0
2018.01.17	1.22584	1.23229	1.21770	1.21843	97222	0	0
2018.01.18	1.21845	1.22647	1.21650	1.22390	86977	0	0
2018.01.19	1.22360	1.22953	1.22149	1.22202	84159	0	0
2018.01.22	1.22652	1.22670	1.22139	1.22615	70697	0	0
2018.01.23	1.22611	1.23059	1.22229	1.22977	76228	0	0
2018.01.24	1.22983	1.24148	1.22921	1.24070	87928	0	0
2018.01.25	1.24079	1.25370	1.23639	1.23970	108004	0	0
2018.01.26	1.23944	1.24932	1.23698	1.24243	95552	0	0
2018.01.29	1.24233	1.24320	1.23369	1.23823	88406	0	0
2018.01.30	1.23814	1.24538	1.23349	1.24018	92971	0	0
2018.01.31	1.24030	1.24748	1.23870	1.24134	99646	0	0
2018.02.01	1.24060	1.25227	1.23854	1.25050	89884	0	0
2018.02.02	1.25093	1.25180	1.24096	1.24527	92967	0	0
2018.02.05	1.24320	1.24748	1.23627	1.23664	95879	0	0
2018.02.06	1.23717	1.24338	1.23143	1.23767	114967	0	0
2018.02.07	1.23704	1.24051	1.22457	1.22646	92677	0	0
2018.02.08	1.22641	1.22948	1.22120	1.22465	104459	0	0
2018.02.09	1.22459	1.22868	1.22055	1.22498	100753	0	0
2018.02.12	1.22443	1.22972	1.22349	1.22928	73439	0	0
2018.02.13	1.22881	1.23709	1.22842	1.23509	36912	0	0
2018.02.14	1.23497	1.24650	1.22757	1.24486	47190	0	0
2018.02.15	1.24491	1.25098	1.24478	1.25038	44908	0	0
2018.02.16	1.25023	1.25550	1.23935	1.24096	43822	0	0
2018.02.19	1.23997	1.24347	1.23689	1.24058	29778	0	0
2018.02.20	1.24037	1.24120	1.23198	1.23359	38052	0	0
2018.02.21	1.23360	1.23598	1.22810	1.22825	41071	0	0
2018.02.22	1.22828	1.23518	1.22597	1.23282	38577	0	0
2018.02.23	1.23234	1.23367	1.22797	1.22963	33026	0	0
2018.02.26	1.22932	1.23546	1.22780	1.23157	34614	0	0
2018.02.27	1.23150	1.23459	1.22215	1.22319	39163	0	0
2018.02.28	1.22312	1.22407	1.21878	1.21920	35947	0	0
2018.03.01	1.21940	1.22727	1.21549	1.22672	41251	0	0
2018.03.02	1.22672	1.23357	1.22513	1.23215	36371	0	0
2018.03.05	1.23333	1.23644	1.22688	1.23345	41453	0	0
2018.03.06	1.23345	1.24196	1.23289	1.24040	36049	0	0
2018.03.07	1.24072	1.24440	1.23848	1.24106	34968	0	0
2018.03.08	1.24106	1.24460	1.22980	1.23115	40503	0	0
2018.03.09	1.23106	1.23339	1.22729	1.23048	35066	0	0
2018.03.12	1.23102	1.23451	1.22903	1.23342	26565	0	0
2018.03.13	1.23352	1.24072	1.23143	1.23918	30822	0	0
2018.03.14	1.23929	1.24126	1.23471	1.23665	30257	0	0
2018.03.15	1.23651	1.23834	1.23001	1.23042	29823	0	0
2018.03.16	1.23055	1.23359	1.22600	1.22891	28144	0	0
2018.03.19	1.22874	1.23583	1.22580	1.23339	31370	0	0
2018.03.20	1.23323	1.23543	1.22398	1.22434	30739	0	0
2018.03.21	1.22441	1.23495	1.22417	1.23381	37332	0	0
2018.03.22	1.23400	1.23882	1.22855	1.23051	43050	0	0
2018.03.23	1.23092	1.23729	1.23081	1.23529	51236	0	0
2018.03.26	1.24435	1.24614	1.24417	1.24475	4824	0	0
2018.03.27	1.24477	1.24760	1.23726	1.24061	31372	0	0
2018.03.28	1.24045	1.24214	1.23000	1.23098	31036	0	0
2018.03.29	1.23099	1.23353	1.22838	1.23018	31657	0	0
2018.03.30	1.23010	1.23302	1.22953	1.23261	16649	0	0
2018.04.02	1.23170	1.23340	1.22821	1.23013	11688	0	0
2018.04.03	1.23031	1.23346	1.22539	1.22678	28386	0	0
2018.04.04	1.22678	1.23145	1.22570	1.22788	27372	0	0
2018.04.05	1.22788	1.22898	1.22183	1.22401	26501	0	0
2018.04.06	1.22370	1.22905	1.22157	1.22804	32397	0	0
2018.04.09	1.22815	1.23295	1.22606	1.23193	29449	0	0
2018.04.10	1.23183	1.23773	1.23028	1.23543	31319	0	0
2018.04.11	1.23525	1.23955	1.23472	1.23675	29061	0	0
2018.04.12	1.23648	1.23794	1.22996	1.23261	30091	0	0
2018.04.13	1.23265	1.23457	1.23071	1.23299	25214	0	0
2018.04.16	1.23258	1.23936	1.23238	1.23797	24490	0	0
2018.04.17	1.23804	1.24136	1.23364	1.23702	25164	0	0
2018.04.18	1.23705	1.23749	1.23669	1.23718	1213	0	0
2018.04.19	1.23811	1.24001	1.23289	1.23448	46779	0	0
2018.04.20	1.23455	1.23526	1.22658	1.22668	31045	0	0
2018.04.25	1.21710	1.21893	1.21610	1.21611	7810	0	2
2018.04.26	1.21624	1.22095	1.20963	1.21031	29458	0	2
2018.04.27	1.21031	1.21326	1.20553	1.21292	27863	0	2
2018.04.30	1.21241	1.21386	1.20645	1.20797	27264	0	2
2018.05.01	1.20757	1.20841	1.19811	1.19923	27034	0	2
2018.05.02	1.19923	1.20315	1.19378	1.19505	32894	0	2
2018.05.03	1.19506	1.20086	1.19476	1.19878	27315	0	2
2018.05.04	1.19878	1.19953	1.19113	1.19632	27428	0	2
2018.05.07	1.19550	1.19778	1.18977	1.19235	24569	0	2
2018.05.08	1.19235	1.19385	1.18385	1.18661	29401	0	2
2018.05.09	1.18661	1.18967	1.18225	1.18519	28639	0	2
2018.05.10	1.18519	1.19463	1.18428	1.19154	31934	0	2
2018.05.11	1.19139	1.19678	1.18913	1.19398	27641	0	2
2018.05.14	1.19402	1.19960	1.19265	1.19269	27356	0	2
2018.05.15	1.19238	1.19384	1.18205	1.18390	31454	0	2
2018.05.16	1.18401	1.18539	1.17635	1.18073	33052	0	2
2018.05.17	1.18073	1.18373	1.17767	1.17947	30673	0	2
2018.05.18	1.17940	1.18219	1.17499	1.17696	27000	0	2
2018.05.21	1.17710	1.17953	1.17165	1.17909	27184	0	2
2018.05.22	1.17885	1.18295	1.17564	1.17773	29226	0	2
2018.05.23	1.17791	1.17896	1.16758	1.16970	33880	0	2
2018.05.24	1.16980	1.17500	1.16907	1.17208	31984	0	2
2018.05.25	1.17208	1.17333	1.16458	1.16513	57473	0	0
2018.05.28	1.16818	1.17283	1.16075	1.16249	28000	0	0
2018.05.29	1.16249	1.16394	1.15099	1.15340	52918	0	0
2018.05.30	1.15365	1.16754	1.15185	1.16693	54101	0	0
2018.05.31	1.16642	1.17241	1.16414	1.16960	49656	0	0
2018.06.01	1.16900	1.17175	1.16174	1.16605	45123	0	0
2018.06.04	1.16590	1.17444	1.16581	1.16953	41220	0	0
2018.06.05	1.16953	1.17320	1.16524	1.17154	47560	0	0
2018.06.06	1.17130	1.17956	1.17126	1.17744	43099	0	0
2018.06.07	1.17744	1.18398	1.17726	1.17964	45237	0	0
2018.06.08	1.17998	1.18102	1.17272	1.17706	43214	0	0
2018.06.11	1.17733	1.18205	1.17710	1.17849	37131	0	0
2018.06.12	1.17836	1.18089	1.17334	1.17451	43655	0	0
2018.06.13	1.17451	1.18008	1.17259	1.17913	40805	0	0
2018.06.14	1.17873	1.18513	1.15747	1.15763	44972	0	0
2018.06.15	1.15763	1.16269	1.15432	1.16065	41511	0	0
2018.06.18	1.15869	1.16241	1.15652	1.16235	36431	0	0
2018.06.19	1.16212	1.16445	1.15309	1.15887	49206	0	0
2018.06.20	1.15886	1.15998	1.15370	1.15772	43390	0	0
2018.06.21	1.15744	1.16331	1.15086	1.16048	49494	0	0
2018.06.22	1.16048	1.16750	1.16001	1.16578	129285	0	0
2018.06.25	1.16639	1.17130	1.16285	1.17009	119415	0	0
2018.06.26	1.17018	1.17201	1.16348	1.16462	123475	0	0
2018.06.27	1.16451	1.16720	1.15406	1.15557	127236	0	0
2018.06.28	1.15557	1.16004	1.15270	1.15683	124971	0	0
2018.06.29	1.15668	1.16903	1.15580	1.16825	133734	0	0
2018.07.02	1.16832	1.16849	1.15911	1.16387	97661	0	0
2018.07.03	1.16381	1.16730	1.16203	1.16588	94702	0	0
2018.07.04	1.16588	1.16815	1.16304	1.16563	77323	0	0
2018.07.05	1.16561	1.17200	1.16498	1.16917	103977	0	0
2018.07.06	1.16917	1.17676	1.16799	1.17415	91172	0	0
2018.07.09	1.17383	1.17906	1.17325	1.17503	89551	0	0
2018.07.10	1.17527	1.17625	1.16905	1.17453	85944	0	0
2018.07.11	1.17398	1.17580	1.16652	1.16758	119159	0	0
2018.07.12	1.16729	1.16954	1.16494	1.16706	100277	0	0
2018.07.13	1.16696	1.16866	1.16128	1.16859	97834	0	0
2018.07.16	1.16801	1.17252	1.16755	1.17117	83959	0	0
2018.07.17	1.17117	1.17445	1.16502	1.16614	92755	0	0
2018.07.18	1.16595	1.16648	1.16019	1.16429	96980	0	0
2018.07.19	1.16429	1.16781	1.15749	1.16421	111738	0	0
2018.07.20	1.16421	1.17387	1.16260	1.17208	116146	0	0
2018.07.23	1.17272	1.17497	1.16835	1.16912	36752	0	0
2018.07.24	1.16913	1.17167	1.16544	1.16822	38314	0	0
2018.07.25	1.16805	1.17385	1.16642	1.17304	38904	0	0
2018.07.26	1.17304	1.17435	1.16401	1.16419	37810	0	0
2018.07.27	1.16418	1.16641	1.16204	1.16564	34700	0	0
2018.07.30	1.16533	1.17187	1.16479	1.17055	28412	0	0
2018.07.31	1.17043	1.17456	1.16890	1.16967	36840	0	0
2018.08.01	1.16917	1.16994	1.16571	1.16608	35690	0	0
2018.08.02	1.16608	1.16675	1.15822	1.15855	32749	0	0
2018.08.03	1.15838	1.16104	1.15602	1.15660	34439	0	0
2018.08.06	1.15666	1.15707	1.15302	1.15537	26923	0	0
2018.08.07	1.15517	1.16080	1.15502	1.15981	28842	0	0
2018.08.08	1.15977	1.16280	1.15731	1.16100	29403	0	0
2018.08.09	1.16127	1.16192	1.15259	1.15299	32460	0	0
2018.08.10	1.15286	1.15364	1.13880	1.14082	48704	0	0
2018.08.13	1.13775	1.14326	1.13649	1.14076	45154	0	0
2018.08.14	1.14103	1.14293	1.13303	1.13425	39999	0	0
2018.08.15	1.13423	1.13548	1.13009	1.13462	40765	0	0
2018.08.16	1.13457	1.14087	1.13360	1.13737	43548	0	0
2018.08.17	1.13747	1.14446	1.13663	1.14418	37169	0	0
2018.08.20	1.14372	1.14848	1.13944	1.14843	31236	0	0
2018.08.21	1.14805	1.16012	1.14799	1.15717	40581	0	0
2018.08.22	1.15690	1.16228	1.15534	1.15957	36986	0	0
2018.08.23	1.15954	1.15992	1.15300	1.15446	38000	0	0
2018.08.24	1.15446	1.16394	1.15347	1.16215	36077	0	0
2018.08.27	1.16198	1.16933	1.15946	1.16795	31798	0	0
2018.08.28	1.16785	1.17333	1.16625	1.16931	36572	0	0
2018.08.29	1.16931	1.17097	1.16520	1.17083	36750	0	0
2018.08.30	1.17066	1.17180	1.16416	1.16660	38428	0	0
2018.08.31	1.16673	1.16897	1.15845	1.16076	41242	0	0
2018.09.03	1.15951	1.16276	1.15896	1.16170	26232	0	0
2018.09.04	1.16170	1.16174	1.15300	1.15832	35916	0	0
2018.09.05	1.15814	1.16381	1.15429	1.16313	37753	0	0
2018.09.06	1.16321	1.16588	1.16056	1.16235	40346	0	0
2018.09.07	1.16235	1.16493	1.15506	1.15536	38142	0	0
2018.09.10	1.15507	1.16154	1.15260	1.15960	30426	0	0
2018.09.11	1.15936	1.16435	1.15652	1.16039	33411	0	0
2018.09.12	1.16039	1.16495	1.15700	1.16269	33869	0	0
2018.09.13	1.16259	1.17008	1.16090	1.16897	32315	0	0
2018.09.14	1.16899	1.17215	1.16205	1.16215	32782	0	0
2018.09.17	1.16229	1.16980	1.16178	1.16835	29079	0	0
2018.09.18	1.16851	1.17239	1.16521	1.16686	40163	0	0
2018.09.19	1.16665	1.17147	1.16502	1.16723	35912	0	0
2018.09.20	1.16730	1.17844	1.16689	1.17774	38829	0	0
2018.09.21	1.17774	1.18025	1.17330	1.17524	35710	0	0
2018.09.24	1.17452	1.18149	1.17242	1.17472	30646	0	0
2018.09.25	1.17495	1.17923	1.17309	1.17668	33469	0	0
2018.09.26	1.17668	1.17975	1.17259	1.17405	38104	0	0
2018.09.27	1.17421	1.17568	1.16390	1.16402	41819	0	0
2018.09.28	1.16397	1.16510	1.15697	1.16028	39093	0	0
2018.10.01	1.16163	1.16243	1.15635	1.15782	34700	0	0
2018.10.02	1.15787	1.15801	1.15053	1.15468	37358	0	0
2018.10.03	1.15462	1.15934	1.14642	1.14761	42660	0	0
2018.10.04	1.14825	1.15424	1.14632	1.15143	42646	0	0
2018.10.05	1.15144	1.15490	1.14839	1.15198	39562	0	0
2018.10.08	1.15198	1.15293	1.14598	1.14911	32628	0	0
2018.10.09	1.14884	1.15031	1.14321	1.14930	41183	0	0
2018.10.10	1.14920	1.15452	1.14798	1.15167	38675	0	0
2018.10.11	1.15205	1.15991	1.15198	1.15938	50539	0	0
2018.10.12	1.15938	1.16103	1.15353	1.15585	39055	0	0
2018.10.15	1.15418	1.16060	1.15408	1.15795	36604	0	0
2018.10.16	1.15805	1.16205	1.15659	1.15738	37044	0	0
2018.10.17	1.15720	1.15804	1.14960	1.14984	39840	0	0
2018.10.18	1.14984	1.15270	1.14492	1.14554	43057	0	0
2018.10.19	1.14524	1.15344	1.14330	1.15154	44374	0	0
2018.10.22	1.15160	1.15500	1.14558	1.14639	38610	0	0
2018.10.23	1.14649	1.14934	1.14391	1.14713	43961	0	0
2018.10.24	1.14713	1.14764	1.13797	1.13914	45492	0	0
2018.10.25	1.13937	1.14323	1.13560	1.13730	44384	0	0
2018.10.26	1.13734	1.14206	1.13357	1.14016	48174	0	0
2018.10.29	1.13944	1.14161	1.13606	1.13744	39674	0	0
2018.10.30	1.13744	1.13877	1.13404	1.13463	37045	0	0
2018.10.31	1.13429	1.13598	1.13019	1.13152	37903	0	0
2018.11.01	1.13107	1.14239	1.13079	1.14084	40763	0	0
2018.11.02	1.14059	1.14555	1.13724	1.13883	40890	0	0
2018.11.05	1.13890	1.14239	1.13545	1.14076	35982	0	0
2018.11.06	1.14093	1.14377	1.13914	1.14240	35678	0	0
2018.11.07	1.14256	1.14995	1.13951	1.14249	50153	0	0
2018.11.08	1.14300	1.14460	1.13523	1.13639	33818	0	0
2018.11.09	1.13632	1.13687	1.13167	1.13350	30281	0	0
2018.11.12	1.13239	1.13306	1.12155	1.12178	28960	0	0
2018.11.13	1.12175	1.12934	1.12175	1.12913	32485	0	0
2018.11.14	1.12873	1.13466	1.12632	1.13067	34646	0	0
2018.11.15	1.13091	1.13619	1.12710	1.13263	35164	0	0
2018.11.16	1.13270	1.14201	1.13215	1.14168	28793	0	0
2018.11.19	1.14134	1.14643	1.13937	1.14524	24550	0	0
2018.11.20	1.14524	1.14721	1.13585	1.13713	27749	0	0
2018.11.21	1.13666	1.14245	1.13653	1.13853	25943	0	0
2018.11.22	1.13833	1.14336	1.13802	1.14015	22964	0	0
2018.11.23	1.14029	1.14208	1.13274	1.13333	23816	0	0
2018.11.26	1.13398	1.13831	1.13249	1.13267	25828	0	0
2018.11.27	1.13263	1.13436	1.12774	1.12945	28475	0	0
2018.11.28	1.12866	1.13870	1.12672	1.13659	28149	0	0
2018.11.29	1.13683	1.14014	1.13487	1.13931	27569	0	0
2018.11.30	1.13890	1.14002	1.13053	1.13154	25863	0	0
2018.12.03	1.13388	1.13795	1.13192	1.13535	24825	0	0
2018.12.04	1.13520	1.14182	1.13184	1.13421	29196	0	0
