<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2020.07.03	1.12354	1.12508	1.12193	1.12449	117028	0	0
2020.07.06	1.12434	1.13455	1.12407	1.13081	127174	0	0
2020.07.07	1.13081	1.13325	1.12589	1.12724	141951	0	0
2020.07.08	1.12722	1.13519	1.12624	1.13307	140412	0	0
2020.07.09	1.13282	1.13707	1.12802	1.12833	158191	0	0
2020.07.10	1.12826	1.13249	1.12548	1.12967	118990	0	0
2020.07.13	1.13029	1.13749	1.13008	1.13415	134848	0	0
2020.07.14	1.13420	1.14088	1.13251	1.13977	165592	0	0
2020.07.15	1.13981	1.14521	1.13912	1.14120	142306	0	0
2020.07.16	1.14099	1.14419	1.13705	1.13832	148359	0	0
2020.07.17	1.13777	1.14438	1.13752	1.14259	103155	0	0
2020.07.20	1.14249	1.14678	1.14024	1.14481	151579	0	0
2020.07.21	1.14423	1.15398	1.14229	1.15224	164751	0	0
2020.07.22	1.15305	1.16015	1.15068	1.15693	202268	0	0
2020.07.23	1.15675	1.16268	1.15403	1.15963	173161	0	0
2020.07.24	1.15941	1.16582	1.15812	1.16547	184621	0	0
2020.07.27	1.16431	1.17814	1.16412	1.17508	196976	0	0
2020.07.28	1.17460	1.17737	1.16987	1.17165	195565	0	0
2020.07.29	1.17151	1.18063	1.17140	1.17923	194323	0	0
2020.07.30	1.17883	1.18484	1.17309	1.18478	218873	0	0
2020.07.31	1.18459	1.19088	1.17615	1.17715	262713	0	0
2020.08.03	1.17741	1.17968	1.16958	1.17650	186779	0	0
2020.08.04	1.17607	1.18060	1.17213	1.18015	187107	0	0
2020.08.05	1.17984	1.19049	1.17928	1.18625	123333	0	0
2020.08.06	1.18634	1.19162	1.18180	1.18775	216439	0	0
2020.08.07	1.18717	1.18831	1.17552	1.17856	229983	0	0
2020.08.10	1.17875	1.18007	1.17363	1.17369	142674	0	0
2020.08.11	1.17380	1.18078	1.17220	1.17398	209038	0	0
2020.08.12	1.17393	1.18167	1.17110	1.17871	205537	0	0
2020.08.13	1.17839	1.18642	1.17807	1.18149	180957	0	0
2020.08.14	1.18134	1.18505	1.17818	1.18414	148170	0	0
2020.08.17	1.18394	1.18810	1.18287	1.18722	130018	0	0
2020.08.18	1.18679	1.19657	1.18634	1.19349	175042	0	0
2020.08.19	1.19296	1.19528	1.18303	1.18400	191789	0	0
2020.08.20	1.18388	1.18686	1.18023	1.18609	169386	0	0
2020.08.21	1.18612	1.18830	1.17542	1.17965	175226	0	0
2020.08.24	1.17929	1.18497	1.17842	1.17878	133887	0	0
2020.08.25	1.17858	1.18438	1.17842	1.18346	135690	0	0
2020.08.26	1.18327	1.18393	1.17721	1.18295	137538	0	0
2020.08.27	1.18300	1.19020	1.17624	1.18219	250202	0	0
2020.08.28	1.18192	1.19198	1.18109	1.19059	214117	0	0
2020.08.31	1.19044	1.19660	1.18842	1.19373	170817	0	0
2020.09.01	1.19352	1.20114	1.19013	1.19123	209498	0	0
2020.09.02	1.19158	1.19288	1.18220	1.18548	176016	0	0
2020.09.03	1.18551	1.18646	1.17890	1.18523	191082	0	0
2020.09.04	1.18484	1.18654	1.17808	1.18393	191668	0	0
2020.09.07	1.18449	1.18487	1.18114	1.18127	88211	0	0
2020.09.08	1.18128	1.18273	1.17656	1.17742	182619	0	0
2020.09.09	1.17734	1.18342	1.17527	1.18042	166505	0	0
2020.09.10	1.18013	1.19176	1.18006	1.18142	201721	0	0
2020.09.11	1.18133	1.18741	1.18124	1.18459	139222	0	0
2020.09.14	1.18365	1.18879	1.18319	1.18630	98920	0	0
2020.09.15	1.18653	1.19007	1.18395	1.18461	110828	0	0
2020.09.16	1.18477	1.18827	1.17879	1.18151	178587	0	0
2020.09.17	1.18148	1.18525	1.17375	1.18465	183076	0	0
2020.09.18	1.18449	1.18704	1.18259	1.18411	121223	0	0
2020.09.21	1.18451	1.18717	1.17317	1.17730	159839	0	0
2020.09.22	1.17717	1.17733	1.16918	1.17091	176168	0	0
2020.09.23	1.17083	1.17191	1.16513	1.16608	162646	0	0
2020.09.24	1.16578	1.16870	1.16264	1.16671	171295	0	0
2020.09.25	1.16683	1.16851	1.16122	1.16287	153249	0	0
2020.09.28	1.16208	1.16801	1.16152	1.16662	132775	0	0
2020.09.29	1.16625	1.17456	1.16608	1.17423	143597	0	0
2020.09.30	1.17377	1.17550	1.16848	1.17217	198496	0	0
2020.10.01	1.17196	1.17697	1.17172	1.17455	193841	0	0
2020.10.02	1.17427	1.17496	1.16958	1.17167	213807	0	0
2020.10.05	1.17137	1.17975	1.17054	1.17858	120118	0	0
2020.10.06	1.17791	1.18077	1.17319	1.17322	158873	0	0
2020.10.07	1.17333	1.17818	1.17251	1.17643	134093	0	0
2020.10.08	1.17597	1.17816	1.17327	1.17585	117328	0	0
2020.10.09	1.17591	1.18308	1.17478	1.18293	132414	0	0
2020.10.12	1.18193	1.18267	1.17868	1.18136	110311	0	0
2020.10.13	1.18146	1.18156	1.17306	1.17463	136332	0	0
2020.10.14	1.17425	1.17712	1.17197	1.17468	135224	0	0
2020.10.15	1.17477	1.17579	1.16885	1.17076	155585	0	0
2020.10.16	1.17079	1.17462	1.16940	1.17160	102143	0	0
2020.10.19	1.17178	1.17938	1.17032	1.17710	103409	0	0
2020.10.20	1.17697	1.18408	1.17600	1.18236	136800	0	0
2020.10.21	1.18205	1.18808	1.18203	1.18588	166649	0	0
2020.10.22	1.18559	1.18669	1.18114	1.18187	142724	0	0
2020.10.23	1.18179	1.18648	1.17868	1.18598	137146	0	0
2020.10.26	1.18526	1.18601	1.18033	1.18094	136570	0	0
2020.10.27	1.18114	1.18388	1.17964	1.17976	120335	0	0
2020.10.28	1.17917	1.17926	1.17178	1.17469	175159	0	0
2020.10.29	1.17459	1.17589	1.16501	1.16722	180056	0	0
2020.10.30	1.16701	1.17043	1.16401	1.16464	175698	0	0
2020.11.02	1.16471	1.16558	1.16219	1.16393	140043	0	0
2020.11.03	1.16369	1.17399	1.16369	1.17207	132991	0	0
2020.11.04	1.17136	1.17709	1.16026	1.17249	399038	0	0
2020.11.05	1.17215	1.18597	1.17108	1.18297	244009	0	0
2020.11.06	1.18280	1.18909	1.17952	1.18754	254178	0	0
2020.11.09	1.18872	1.19199	1.17953	1.18119	81782	0	0
2020.11.10	1.18142	1.18433	1.17800	1.18165	71976	0	0
2020.11.11	1.18091	1.18328	1.17456	1.17789	45944	0	0
2020.11.12	1.17752	1.18231	1.17586	1.18051	48684	0	0
2020.11.13	1.18043	1.18375	1.17989	1.18328	38299	0	0
2020.11.16	1.18314	1.18688	1.18142	1.18557	45982	0	0
2020.11.17	1.18507	1.18937	1.18426	1.18615	37643	0	0
2020.11.18	1.18641	1.18909	1.18491	1.18550	45571	0	0
2020.11.19	1.18539	1.18825	1.18162	1.18761	46634	0	0
2020.11.20	1.18746	1.18909	1.18497	1.18590	42687	0	0
2020.11.23	1.18537	1.19059	1.18002	1.18407	45782	0	0
2020.11.24	1.18384	1.18961	1.18344	1.18905	47700	0	0
2020.11.25	1.18939	1.19298	1.18819	1.19128	51650	0	0
2020.11.26	1.19135	1.19409	1.18854	1.19091	34863	0	0
2020.11.27	1.19099	1.19630	1.19063	1.19593	37132	0	0
2020.11.30	1.19637	1.20033	1.19237	1.19249	50568	0	0
2020.12.01	1.19303	1.20766	1.19260	1.20689	48589	0	0
2020.12.02	1.20682	1.21184	1.20400	1.21170	49817	0	0
2020.12.03	1.21144	1.21747	1.21010	1.21467	47907	0	0
2020.12.04	1.21407	1.21774	1.21100	1.21199	48937	0	0
2020.12.07	1.21253	1.21663	1.20785	1.21083	48911	0	0
2020.12.08	1.21057	1.21340	1.20955	1.21057	46389	0	0
2020.12.09	1.21017	1.21475	1.20588	1.20816	45300	0	0
2020.12.10	1.20807	1.21590	1.20737	1.21418	56531	0	0
2020.12.11	1.21376	1.21630	1.21054	1.21126	46498	0	0
2020.12.14	1.21343	1.21767	1.21156	1.21450	39941	0	0
2020.12.15	1.21432	1.21687	1.21219	1.21555	39935	0	0
2020.12.16	1.21512	1.22122	1.21253	1.22000	47730	0	0
2020.12.17	1.21964	1.22728	1.21901	1.22706	41761	0	0
2020.12.18	1.22663	1.22710	1.22255	1.22540	37982	0	0
2020.12.21	1.22279	1.22528	1.21298	1.22346	65607	0	0
2020.12.22	1.22303	1.22571	1.21521	1.21647	47237	0	0
2020.12.23	1.21621	1.22211	1.21539	1.21818	48009	0	0
2020.12.24	1.21862	1.22156	1.21775	1.21831	26280	0	0
2020.12.28	1.22045	1.22512	1.21811	1.22133	41277	0	0
2020.12.29	1.22132	1.22751	1.22069	1.22509	44387	0	0
2020.12.30	1.22484	1.23099	1.22465	1.22993	44619	0	0
2020.12.31	1.22971	1.23092	1.22209	1.22251	37619	0	0
2021.01.04	1.22480	1.23099	1.22386	1.22505	56408	0	0
2021.01.05	1.22504	1.23057	1.22463	1.22962	52850	0	0
2021.01.06	1.22629	1.23494	1.22629	1.23267	78260	0	0
2021.01.07	1.23265	1.23443	1.22451	1.22695	58387	0	0
2021.01.08	1.22616	1.22846	1.21930	1.22217	67094	0	0
2021.01.11	1.22124	1.22227	1.21322	1.21509	50356	0	0
2021.01.12	1.21489	1.22098	1.21372	1.22072	47603	0	0
2021.01.13	1.22065	1.22228	1.21399	1.21558	45641	0	0
2021.01.14	1.21519	1.21785	1.21111	1.21539	51465	0	0
2021.01.15	1.21507	1.21624	1.20749	1.20770	43981	0	0
2021.01.18	1.20774	1.20868	1.20535	1.20779	33786	0	0
2021.01.19	1.20737	1.21449	1.20737	1.21281	37904	0	0
2021.01.20	1.21234	1.21582	1.20768	1.21054	40843	0	0
2021.01.21	1.21018	1.21731	1.21018	1.21696	43769	0	0
2021.01.22	1.21425	1.21894	1.21419	1.21704	40235	0	0
2021.01.25	1.21559	1.21834	1.21160	1.21412	44338	0	0
2021.01.26	1.21343	1.21760	1.21077	1.21617	42144	0	0
2021.01.27	1.21593	1.21697	1.20586	1.21113	56906	0	0
2021.01.28	1.21081	1.21420	1.20807	1.21215	59379	0	0
2021.01.29	1.21154	1.21559	1.20945	1.21353	59960	0	0
2021.02.01	1.21043	1.21364	1.20561	1.20596	50425	0	0
2021.02.02	1.20553	1.20878	1.20116	1.20432	45680	0	0
2021.02.03	1.20208	1.20500	1.20041	1.20349	38031	0	0
2021.02.04	1.20322	1.20428	1.19576	1.19623	39508	0	0
2021.02.05	1.19636	1.20498	1.19523	1.20493	41118	0	0
2021.02.08	1.20108	1.20658	1.20108	1.20499	34251	0	0
2021.02.09	1.20075	1.21208	1.20075	1.21201	40141	0	0
2021.02.10	1.21194	1.21441	1.21088	1.21176	39936	0	0
2021.02.11	1.21164	1.21493	1.21135	1.21322	30272	0	0
2021.02.12	1.21313	1.21350	1.20815	1.21189	32305	0	0
2021.02.15	1.21171	1.21451	1.21147	1.21275	25544	0	0
2021.02.16	1.21288	1.21693	1.20950	1.21053	41177	0	0
2021.02.17	1.21024	1.21054	1.20233	1.20418	43818	0	0
2021.02.18	1.20401	1.20945	1.20356	1.20919	39571	0	0
2021.02.19	1.20897	1.21445	1.20824	1.21174	39038	0	0
2021.02.22	1.21171	1.21694	1.20912	1.21562	44160	0	0
2021.02.23	1.21539	1.21802	1.21353	1.21482	41982	0	0
2021.02.24	1.21386	1.21745	1.21092	1.21700	54823	0	0
2021.02.25	1.21629	1.22431	1.21560	1.21731	68201	0	0
2021.02.26	1.21771	1.21841	1.20622	1.20724	80550	0	0
2021.03.01	1.20681	1.21011	1.20276	1.20488	48733	0	0
2021.03.02	1.20459	1.20945	1.19916	1.20892	50311	0	0
2021.03.03	1.20853	1.21131	1.20426	1.20627	52864	0	0
2021.03.04	1.20632	1.20662	1.19617	1.19728	68652	0	0
2021.03.05	1.19659	1.19772	1.18933	1.19118	73855	0	0
2021.03.08	1.19169	1.19322	1.18441	1.18450	57937	0	0
2021.03.09	1.18468	1.19157	1.18356	1.18997	53310	0	0
2021.03.10	1.18916	1.19298	1.18689	1.19279	50055	0	0
2021.03.11	1.19243	1.19899	1.19157	1.19853	48593	0	0
2021.03.12	1.19812	1.19884	1.19100	1.19519	47091	0	0
2021.03.15	1.19456	1.19675	1.19111	1.19305	38899	0	0
2021.03.16	1.19096	1.19518	1.18825	1.19026	38233	0	0
2021.03.17	1.18980	1.19853	1.18863	1.19806	41737	0	0
2021.03.18	1.19797	1.19889	1.19062	1.19175	51620	0	0
2021.03.19	1.19098	1.19372	1.18741	1.19042	41763	0	0
2021.03.22	1.18793	1.19468	1.18726	1.19344	37134	0	0
2021.03.23	1.19338	1.19407	1.18422	1.18485	36413	0	0
2021.03.24	1.18478	1.18529	1.18095	1.18109	38367	0	0
2021.03.25	1.18092	1.18278	1.17618	1.17660	41947	0	0
2021.03.26	1.17629	1.18050	1.17629	1.17932	32093	0	0
2021.03.29	1.17917	1.17938	1.17607	1.17647	34533	0	0
2021.03.30	1.17639	1.17738	1.17114	1.17177	32627	0	0
2021.03.31	1.17135	1.17599	1.17041	1.17295	34944	0	0
2021.04.01	1.17282	1.17800	1.17128	1.17769	36051	0	0
2021.04.02	1.17794	1.17866	1.17491	1.17597	21559	0	0
2021.04.05	1.17549	1.18195	1.17378	1.18122	23402	0	0
2021.04.06	1.18090	1.18776	1.17954	1.18742	34073	0	0
2021.04.07	1.18717	1.19147	1.18609	1.18699	40714	0	0
2021.04.08	1.18647	1.19274	1.18607	1.19159	34548	0	0
2021.04.09	1.19137	1.19201	1.18672	1.19009	38964	0	0
2021.04.12	1.18792	1.19190	1.18712	1.19102	37314	0	0
2021.04.13	1.19085	1.19558	1.18781	1.19488	43481	0	0
2021.04.14	1.19457	1.19874	1.19455	1.19805	38392	0	0
2021.04.15	1.19772	1.19934	1.19560	1.19659	39472	0	0
2021.04.16	1.19618	1.19946	1.19504	1.19811	35229	0	0
2021.04.19	1.19733	1.20479	1.19426	1.20354	41264	0	0
2021.04.20	1.20351	1.20798	1.20224	1.20357	42282	0	0
2021.04.21	1.20307	1.20437	1.19985	1.20345	35790	0	0
2021.04.22	1.20296	1.20694	1.19935	1.20156	42003	0	0
2021.04.23	1.20078	1.20999	1.20078	1.20974	34295	0	0
2021.04.26	1.20910	1.21169	1.20612	1.20917	33772	0	0
2021.04.27	1.20859	1.20927	1.20567	1.20909	32078	0	0
2021.04.28	1.20892	1.21347	1.20562	1.21235	41374	0	0
2021.04.29	1.21221	1.21498	1.21022	1.21206	38111	0	0
2021.04.30	1.21127	1.21265	1.20166	1.20204	38535	0	0
2021.05.03	1.20263	1.20761	1.20131	1.20623	32553	0	1
2021.05.04	1.20607	1.20637	1.19991	1.20153	40140	0	1
2021.05.05	1.20084	1.20268	1.19860	1.20040	34578	0	1
2021.05.06	1.20042	1.20717	1.19931	1.20631	35401	0	1
2021.05.07	1.20585	1.21714	1.20528	1.21618	45415	0	1
2021.05.10	1.21651	1.21782	1.21279	1.21279	42141	0	1
2021.05.11	1.21269	1.21815	1.21231	1.21482	50372	0	1
2021.05.12	1.21454	1.21520	1.20656	1.20728	59998	0	1
2021.05.13	1.20659	1.21061	1.20514	1.20794	55430	0	1
2021.05.14	1.20779	1.21477	1.20709	1.21442	49870	0	1
2021.05.17	1.21264	1.21688	1.21261	1.21519	40249	0	1
2021.05.18	1.21472	1.22338	1.21472	1.22227	41021	0	1
2021.05.19	1.22180	1.22451	1.21599	1.21755	55724	0	1
2021.05.20	1.21699	1.22290	1.21689	1.22258	43395	0	1
2021.05.21	1.22229	1.22398	1.21607	1.21805	44172	0	1
2021.05.24	1.21763	1.22299	1.21722	1.22157	37248	0	1
2021.05.25	1.22108	1.22664	1.22108	1.22491	42907	0	1
2021.05.26	1.22467	1.22629	1.21819	1.21923	39181	0	1
2021.05.27	1.21878	1.22149	1.21752	1.21931	41932	0	1
2021.05.28	1.21911	1.22048	1.21327	1.21894	41353	0	1
2021.05.31	1.21876	1.22314	1.21834	1.22255	24631	0	1
2021.06.01	1.22237	1.22544	1.22116	1.22119	36810	0	1
2021.06.02	1.22132	1.22265	1.21642	1.22097	37153	0	1
2021.06.03	1.22069	1.22142	1.21183	1.21279	39264	0	1
2021.06.04	1.21254	1.21857	1.21039	1.21660	41993	0	1
2021.06.07	1.21600	1.22018	1.21450	1.21904	29384	0	1
2021.06.08	1.21890	1.21941	1.21643	1.21727	34979	0	1
2021.06.09	1.21722	1.22180	1.21711	1.21790	27168	0	1
2021.06.10	1.21782	1.21947	1.21435	1.21762	39467	0	1
2021.06.11	1.21729	1.21930	1.20926	1.21061	32646	0	1
2021.06.14	1.21039	1.21305	1.20942	1.21186	29236	0	1
2021.06.15	1.21146	1.21474	1.21013	1.21263	32580	0	1
2021.06.16	1.21233	1.21347	1.19953	1.19970	45431	0	1
2021.06.17	1.19944	1.20063	1.18920	1.19067	57762	0	1
2021.06.18	1.19050	1.19250	1.18474	1.18594	59446	0	1
2021.06.21	1.18573	1.19212	1.18477	1.19184	55032	0	1
2021.06.22	1.19159	1.19525	1.18810	1.19412	47799	0	1
2021.06.23	1.19390	1.19699	1.19114	1.19277	42663	0	1
2021.06.24	1.19238	1.19563	1.19178	1.19314	42510	0	1
2021.06.25	1.19305	1.19752	1.19263	1.19370	38975	0	1
2021.06.28	1.19303	1.19446	1.19024	1.19228	40111	0	1
2021.06.29	1.19231	1.19297	1.18777	1.18972	40042	0	1
2021.06.30	1.18955	1.19089	1.18451	1.18599	45362	0	1
2021.07.01	1.18539	1.18842	1.18374	1.18493	44375	0	1
2021.07.02	1.18464	1.18742	1.18072	1.18644	46401	0	1
2021.07.05	1.18593	1.18805	1.18513	1.18612	28612	0	1
2021.07.06	1.18583	1.18951	1.18073	1.18219	46851	0	1
2021.07.07	1.18236	1.18359	1.17817	1.17913	46063	0	1
